code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,11924,5.22,0.11
NVDA US,NVIDIA CORP(輝達公司),45961,4.79,0.1
BE US,布魯姆能源公司,47354,4.72,0.1
PLTR US,帕蘭提爾科技公司,51297,4.36,0.1
SPCX US,太空探索科技公司,66056,4.26,0.09
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),16664,3.63,0.08
GOOGL US,ALPHABET INC-CL A(Alphabet公司),22115,3.45,0.08
8996,高力熱處理工業,162000,3.06,2.12
4979,華星光,342000,3.05,2.11
AMZN US,亞馬遜公司,25085,2.94,0.06
NBIS US,尼比厄斯集團公眾有限公司,29091,2.91,0.06
CRWD US,Crowdstrike控股公司,27377,2.86,0.06
3017,奇鋐科技,59000,2.85,1.97
3443,創意,33000,2.82,1.95
6669,緯穎科技服務,28000,2.76,1.91
2383,台光電,33000,2.62,1.81
MSFT US,微軟,11268,2.6,0.06
3037,欣興,152000,2.59,1.79
MU US,美光科技公司,5644,2.42,0.05
TSLA US,特斯拉公司,14518,2.36,0.05
STX US,希捷科技控股公開有限公司,5884,2.28,0.05
581A JP,GO INC,179700,2.14,7.46
ANET US,Arista網路公司,23297,2.14,0.05
SNOW US,Snowflake公司,14081,2.12,0.05
SITM US,SITIME CORP,7614,2.09,0.05
2330,台積電,60000,2.09,1.45
NET US,Cloudflare公司,14742,2.08,0.05
4062 JP,揖斐電有限公司,35300,2.08,7.25
SMTC US,SEMTECH CORP,29876,1.95,0.04
UBER US,UBER TECHNOLOGIES INC,54846,1.93,0.04
IONQ US,IONQ INC,83341,1.62,0.04
NTSK US,NETSKOPE INC-CL A,210458,1.46,0.03
CRWV US,CoreWeave Inc,33733,1.34,0.03
DELL US,DELL INC,4971,1.07,0.02
6508 JP,MEIDENSHA CORP,30000,1.03,3.59
6857 JP,ADVANTEST CORP,10100,1.0,3.5
285A JP,鎧俠控股公司,6400,0.96,3.36
RKLB US,ROCKET LAB USA INC,28478,0.88,0.02
SNDK US,晟碟公司（德拉瓦州）,1243,0.84,0.02
COHR US,連貫公司,3629,0.49,0.01
2345,智邦科技,15000,0.45,0.31
