code,name,shares,weight,market_value_100m
2330,台積電,11864000,10.39,291.85
2454,聯發科技,5186000,8.7,244.26
2383,台光電,4750000,8.27,232.28
3017,奇鋐科技,5949000,7.26,204.05
3037,欣興,20300000,7.09,199.14
6223,旺矽科技,2546000,5.26,147.67
2303,聯電,89118000,4.95,139.02
3653,健策,2512000,4.94,138.79
2327,國巨*,24987000,4.89,137.43
6669,緯穎科技服務,5972561,4.55,127.81
2308,台達電,7240000,4.47,125.61
2345,智邦科技,6464000,4.27,119.91
3711,日月光投資控股,16811000,3.82,107.25
8046,南電,9426000,3.69,103.69
3665,貿聯-KY,4280848,3.37,94.61
6274,台燿,5398000,2.63,73.95
6805,富世達,1773000,1.45,40.69
5274,信驊科技,207900,1.43,40.1
2449,京元電子,13138450,1.36,38.3
3443,創意,413000,1.05,29.53
3264,欣銓科技,6628000,0.63,17.8
6510,精測,446000,0.56,15.7
4958,臻鼎-KY,2712000,0.46,12.83
2368,金像電,1234000,0.45,12.59
8210,勤誠興業,1364000,0.44,12.3
8996,高力熱處理工業,485000,0.25,6.94
6278,台表科,3248000,0.23,6.37
6515,穎崴科技,95000,0.22,6.11
6271,同欣電,2222000,0.18,5.1
6191,精成科,3988000,0.12,3.32
3376,新日興,1740000,0.11,3.11
2313,華通,501000,0.04,1.14
2002,中鋼,5163000,0.03,0.97
8358,金居,1000,0.0,0.0
3661,世芯-KY,1000,0.0,0.04
2439,美律,1000,0.0,0.0
1590,亞德客-KY,1000,0.0,0.01
3008,大立光,1000,0.0,0.06
2382,廣達電腦,1000,0.0,0.0
6187,萬潤,1000,0.0,0.01
4979,華星光,1000,0.0,0.01
2408,南亞科技,1000,0.0,0.01
2637,慧洋-KY,1000,0.0,0.0
2360,致茂電子,1000,0.0,0.02
6488,環球晶,1000,0.0,0.01
4966,譜瑞-KY,1000,0.0,0.01
8150,南茂科技,1000,0.0,0.0
2317,鴻海精密工業,1000,0.0,0.0
5347,世界先進,1000,0.0,0.0
2481,強茂,5000,0.0,0.01
