code,name,shares,weight,market_value_100m
BE US,布魯姆能源公司,47392,7.65,0.13
SPCX US,太空探索科技公司,76874,6.84,0.12
NVDA US,NVIDIA CORP(輝達公司),50262,6.34,0.11
LITE US,魯門特姆控股公司,11924,6.13,0.11
PLTR US,帕蘭提爾科技公司,51297,5.2,0.09
3443,創意,33000,3.87,2.15
CRWD US,Crowdstrike控股公司,27377,3.87,0.07
8996,高力熱處理工業,162000,3.8,2.11
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),11664,3.65,0.06
NBIS US,尼比厄斯集團公眾有限公司,29091,3.65,0.06
AMZN US,亞馬遜公司,25085,3.62,0.06
3017,奇鋐科技,59000,3.39,1.88
GOOGL US,ALPHABET INC-CL A(Alphabet公司),15480,3.09,0.05
TSLA US,特斯拉公司,14518,3.06,0.05
SMTC US,SEMTECH CORP,29876,3.06,0.05
NET US,Cloudflare公司,14742,2.83,0.05
SNOW US,Snowflake公司,14081,2.74,0.05
ANET US,Arista網路公司,23297,2.67,0.05
6669,緯穎科技服務,64518,2.48,1.38
4979,華星光,239000,2.4,1.33
MU US,美光科技公司,4104,2.31,0.04
581A JP,GO INC,179700,2.11,5.71
NTSK US,NETSKOPE INC-CL A,210458,2.08,0.04
4062 JP,揖斐電有限公司,24700,1.69,4.56
DELL US,戴爾科技公司,4971,1.68,0.03
CRWV US,CoreWeave Inc,33733,1.55,0.03
MSFT US,微軟,4732,1.35,0.02
SITM US,SITIME CORP,3807,1.31,0.02
285A JP,鎧俠控股公司,6400,1.18,3.19
IONQ US,IONQ INC,25002,0.58,0.01
UBER US,Uber Technologies Inc,13711,0.56,0.01
RKLB US,ROCKET LAB USA INC,14239,0.56,0.01
3037,欣興,14000,0.24,0.13
STX US,希捷科技控股公開有限公司,411,0.19,0.0
