code,name,shares,weight,market_value_100m
ABN NA,荷蘭銀行公眾有限公司,140000,4.306,2.23
AGN NA,荷蘭保險公司,680000,3.838,1.99
AV/ LN,英傑華保險,630000,3.766,1.95
BOCHGR GA,賽普勒斯銀行控股公開有限公司,470000,3.505,1.82
TPEIR GA,Piraeus Bank SA,475000,3.479,1.8
ADM LN,Admiral集團公開有限公司,105000,3.366,1.75
NWG LN,國民西敏集團公開有限公司,540000,3.169,1.64
DBK GY,德意志銀行,130000,3.141,1.63
SDLF LN,標準人壽公開有限公司,390000,3.055,1.58
MNG LN,M&G公開有限公司,1000000,2.808,1.46
LLOY LN,勞埃德銀行集團,3000000,2.771,1.44
CHYM US,Chime Financial Inc,130000,2.456,1.27
ASRNL NA,ASR荷蘭公眾有限公司,45000,2.38,1.23
JPM US,摩根大通銀行,11000,2.363,1.23
STAN LN,渣打集團有限公司,120000,2.31,1.2
BAMI IM,BPM銀行股份公司,200000,2.261,1.17
FESB202609,202609 歐盟STOXX銀行指數期貨,200,2.26,1.17
EQH US,公平控股公司,65000,2.16,1.12
WFC US,富國銀行,40000,2.137,1.11
G IM,忠意保險股份公司,65000,2.118,1.1
BMPS IM,義大利西恩那銀行股份公司,250000,2.108,1.09
GPN US,環匯公司,40000,2.101,1.09
INGA NA,荷蘭國際集團,90000,2.052,1.06
8411 JP,瑞穗金融集團,60000,2.026,1.05
7167 JP,Mebuki金融集團公司,300000,1.997,1.04
UCG IM,裕信銀行,30000,1.771,0.92
LGEN LN,法通保險集團公開有限公司,700000,1.738,0.9
UNI IM,Unipol保險股份公司,85000,1.701,0.88
AMUN FP,東方匯理資產管理有限責任公司,25000,1.627,0.84
UBS US,瑞銀集團公司,50000,1.556,0.81
055550 KS,新韓金融集團,30000,1.51,0.78
MRX US,馬雷克斯集團有限公司,33000,1.487,0.77
ETE GA,希臘國家銀行,120000,1.474,0.76
HSBA LN,匯豐控股有限公司,110000,1.392,0.72
C US,花旗集團公司,17000,1.387,0.72
8331 JP,千葉銀行有限公司,125000,1.362,0.71
BLK US,貝萊德公司,2000,1.296,0.67
BARC LN,巴克萊集團,320000,1.262,0.65
CABK SM,凱克薩銀行有限責任公司,130000,1.193,0.62
BNP FP,法國巴黎銀行有限責任公司,16000,1.172,0.61
HOOD US,羅賓漢市場公司,17000,1.148,0.6
V US,威士卡,5000,1.137,0.59
KBC BB,比利時聯合金融集團,12000,1.129,0.59
GLE FP,法國興業銀行股份有限公司,20000,1.046,0.54
BNY US,紐約梅隆銀行,9000,0.847,0.44
8377 JP,北北金融集團公司,25000,0.823,0.43
8308 JP,Resona控股公司,80000,0.783,0.41
8309 JP,三井住友信託集團公司,110000,0.778,0.4
ARES US,戰神管理公司,9000,0.694,0.36
BX US,黑石公司,7500,0.578,0.3
RELY US,Remitly全球公司,35000,0.468,0.24
