code,name,shares,weight,market_value_100m
ABN NA,荷蘭銀行公眾有限公司,140000,4.658,2.19
AGN NA,荷蘭保險公司,680000,4.148,1.95
AV/ LN,英傑華保險,630000,4.027,1.9
TPEIR GA,Piraeus Bank SA,475000,3.893,1.83
ADM LN,Admiral集團公開有限公司,105000,3.612,1.7
NWG LN,國民西敏集團公開有限公司,540000,3.348,1.58
MNG LN,M&G公開有限公司,1000000,3.018,1.42
DBK GY,德意志銀行,110000,2.991,1.41
LLOY LN,勞埃德銀行集團,3000000,2.974,1.4
CHYM US,Chime Financial Inc,130000,2.847,1.34
ASRNL NA,ASR荷蘭公眾有限公司,45000,2.551,1.2
BAMI IM,BPM銀行股份公司,200000,2.512,1.18
STAN LN,渣打集團有限公司,120000,2.475,1.16
WFC US,富國銀行,40000,2.398,1.13
GPN US,環匯公司,40000,2.374,1.12
BMPS IM,義大利西恩那銀行股份公司,250000,2.28,1.07
7167 JP,Mebuki金融集團公司,300000,2.182,1.03
JPM US,摩根大通銀行,9000,2.133,1.0
BARC LN,巴克萊集團,480000,2.112,0.99
ARES US,戰神管理公司,23000,2.014,0.95
UCG IM,裕信銀行,30000,1.962,0.92
UNI IM,Unipol保險股份公司,85000,1.848,0.87
AMUN FP,東方匯理資產管理有限責任公司,25000,1.845,0.87
SDLF LN,標準人壽公開有限公司,220000,1.821,0.86
LGEN LN,法通保險集團公開有限公司,700000,1.819,0.86
UBS US,瑞銀集團公司,50000,1.81,0.85
G IM,忠意保險股份公司,50000,1.745,0.82
MRX US,馬雷克斯集團有限公司,33000,1.639,0.77
ETE GA,希臘國家銀行,120000,1.624,0.76
HSBA LN,匯豐控股有限公司,110000,1.528,0.72
8331 JP,千葉銀行有限公司,125000,1.49,0.7
INGA NA,荷蘭國際集團,60000,1.481,0.7
BLK US,貝萊德公司,2000,1.424,0.67
HOOD US,羅賓漢市場公司,17000,1.291,0.61
BNP FP,法國巴黎銀行有限責任公司,16000,1.281,0.6
BX US,黑石公司,15000,1.261,0.59
V US,威士卡,5000,1.231,0.58
GLE FP,法國興業銀行股份有限公司,20000,1.153,0.54
BOCHGR GA,賽普勒斯銀行控股公開有限公司,135000,1.106,0.52
RELY US,Remitly全球公司,72000,1.058,0.5
CRCL US,Circle網路集團公司,17000,1.029,0.48
BNY US,紐約梅隆銀行,9000,0.981,0.46
CABK SM,凱克薩銀行有限責任公司,88000,0.908,0.43
8377 JP,北北金融集團公司,25000,0.898,0.42
8308 JP,Resona控股公司,80000,0.87,0.41
8309 JP,三井住友信託集團公司,110000,0.845,0.4
BAC US,美國銀行,20000,0.839,0.39
FESB202609,202609 歐盟STOXX銀行指數期貨,-600,-7.45,-3.5
