code,name,shares,weight,market_value_100m
HOOD US,羅賓漢市場公司,203000,4.536,8.0
PLTR US,帕蘭提爾科技公司,135500,4.508,7.95
LITE US,魯門特姆控股公司,25500,4.337,7.65
BE US,布魯姆能源公司,85000,4.227,7.46
000660 KS,愛思開海力士公司,17254,4.19,7.39
MU US,美光科技公司,19800,3.903,6.88
5274,信驊科技,29000,3.437,6.06
SNDK US,晟碟公司（德拉瓦州）,10000,3.394,5.99
3017,奇鋐科技,173000,3.325,5.86
NVDA US,NVIDIA CORP(輝達公司),80000,3.293,5.81
2454,聯發科技,111000,3.26,5.75
3026,禾伸堂,659000,2.914,5.14
INTC US,英特爾,120000,2.673,4.71
SPCX US,太空探索科技公司,94000,2.616,4.61
8046,南電,391000,2.583,4.56
CRWD US,Crowdstrike控股公司,55000,2.474,4.36
3653,健策,69000,2.281,4.02
MSFT US,微軟,25000,2.239,3.95
DELL US,戴爾科技公司,21000,2.073,3.66
TSM US,台積電,25000,2.032,3.58
009150 KS,三星電機,10300,2.02,3.56
BMNR US,BitMine Immersion技術公司,388640,2.01,3.55
SNOW US,Snowflake公司,32500,1.967,3.47
6510,精測,93000,1.951,3.44
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),16000,1.795,3.17
AXTI US,AXT公司,125000,1.749,3.08
3189,景碩科技,337000,1.737,3.06
PANW US,Palo Alto Networks Inc,25300,1.704,3.01
AMZN US,亞馬遜公司,36000,1.651,2.91
2360,致茂電子,117000,1.619,2.85
6981 JP,村田製作所有限公司,160000,1.416,2.5
ALAB US,Astera實驗室公司,21000,1.373,2.42
MRVL US,MARVELL TECHNOLOGY INC,28000,1.321,2.33
COHR US,連貫公司,22800,1.273,2.24
NET US,Cloudflare公司,18100,1.149,2.03
2383,台光電,41000,1.13,1.99
2449,京元電子,613000,1.102,1.94
301377 CH,廣東鼎泰高科技術股份有限公司,100300,1.072,1.89
STX US,希捷科技控股公開有限公司,6000,0.993,1.75
GOOGL US,ALPHABET INC-CL A(Alphabet公司),15000,0.947,1.67
AEHR US,愛赫測試系統,45000,0.814,1.44
6098 JP,瑞可利控股有限公司,41000,0.811,1.43
NTRA US,那提拉公司,11000,0.773,1.36
TSLA US,特斯拉公司,11000,0.75,1.32
NOW US,ServiceNow公司,26000,0.641,1.13
6805,富世達,40000,0.567,1.0
IREN US,IREN有限公司,51000,0.445,0.79
CRCL US,Circle網路集團公司,20000,0.34,0.6
NBIS US,尼比厄斯集團公眾有限公司,4500,0.191,0.34
CRM US,賽富時公司,3800,0.159,0.28
