code,name,shares,weight,market_value_100m
2330,台積電,174000,8.95,4.35
2454,聯發科技,74000,7.86,3.84
2383,台光電,72000,7.41,3.61
3017,奇鋐科技,80000,5.69,2.78
6669,緯穎科技服務,128260,5.53,2.7
6223,旺矽科技,38000,4.38,2.14
2308,台達電,110000,4.28,2.09
8046,南電,170000,4.22,2.06
3653,健策,30000,3.94,1.92
3665,貿聯-KY,81000,3.88,1.9
5274,信驊科技,8800,3.66,1.78
2345,智邦科技,85000,3.29,1.61
3711,日月光投資控股,207000,2.94,1.43
7769,鴻勁精密,22000,2.69,1.31
3037,欣興,110000,2.62,1.28
2327,國巨*,180000,2.11,1.03
6274,台燿,68000,2.03,0.99
6515,穎崴科技,14000,1.72,0.84
6510,精測,20000,1.42,0.69
3443,創意,8000,1.37,0.67
2360,致茂電子,26000,1.24,0.6
2344,華邦電子,332000,1.17,0.57
2455,全新,101000,1.14,0.56
2449,京元電子,170850,1.06,0.52
2368,金像電,38000,0.89,0.43
3264,欣銓科技,152000,0.79,0.38
8210,勤誠興業,43000,0.79,0.38
2303,聯電,220000,0.72,0.35
2486,一詮精密,150000,0.71,0.35
8996,高力熱處理工業,20000,0.63,0.31
8150,南茂科技,280000,0.61,0.3
5289,宜鼎國際,22438,0.6,0.29
3189,景碩科技,31000,0.58,0.28
4958,臻鼎-KY,59000,0.57,0.28
6213,聯茂,50000,0.55,0.27
1326,台化,400000,0.54,0.26
2059,川湖科技,2000,0.51,0.25
6187,萬潤,20000,0.49,0.24
6805,富世達,9000,0.48,0.23
7750,新  代,12000,0.48,0.23
3131,弘塑科技,9000,0.44,0.21
3450,聯鈞,40000,0.43,0.21
6147,頎邦,94000,0.41,0.2
8358,金居,35000,0.36,0.17
1560,中砂,15000,0.29,0.14
2467,志聖,27000,0.29,0.14
6531,愛普科技,13000,0.26,0.13
3211,順達,30000,0.23,0.11
3023,信邦,28000,0.18,0.09
2885,元大金,112720,0.16,0.08
3044,健鼎科技,10000,0.11,0.05
6139,亞翔,1000,0.02,0.01
6438,迅得機械,3000,0.01,0.0
2472,立隆電子工業,2000,0.01,0.0
2313,華通,1000,0.0,0.0
