code,name,shares,weight,market_value_100m
3443,創意,304000,9.2075,25.49
2454,聯發科技,480000,8.9899,24.89
3037,欣興,1720000,7.2069,19.95
6223,旺矽科技,323000,6.557,18.15
3653,健策,260000,6.02,16.67
3665,貿聯-KY,665000,5.6208,15.56
3017,奇鋐科技,378000,4.7379,13.12
2368,金像電,1127000,4.6408,12.85
6805,富世達,441000,4.1417,11.47
5274,信驊科技,54300,3.9777,11.01
2383,台光電,212000,3.8442,10.64
6531,愛普科技,1030000,3.6721,10.17
2345,智邦科技,529000,3.6114,10.0
8046,南電,739000,3.2299,8.94
6510,精測,245000,3.0753,8.51
7769,鴻勁精密,120000,2.5899,7.17
2059,川湖科技,42000,1.8797,5.2
2330,台積電,179000,1.6164,4.47
6274,台燿,306000,1.6137,4.47
8996,高力熱處理工業,282000,1.5686,4.34
3450,聯鈞,650000,1.2209,3.38
6278,台表科,1400000,1.0569,2.93
2303,聯電,1778000,1.0275,2.84
7734,印能科技,110000,1.0251,2.84
6669,緯穎科技服務,99139,0.7538,2.09
2308,台達電,94000,0.6451,1.79
6187,萬潤,148000,0.6441,1.78
6515,穎崴科技,23000,0.498,1.38
6831,邁科科技,250000,0.465,1.29
6526,達發,146000,0.4429,1.23
6488,環球晶,110000,0.3774,1.04
6285,啟碁科技,400000,0.3323,0.92
4749,新應材,95000,0.2491,0.69
5347,世界先進,211000,0.1318,0.37
4576,大銀微系統,72000,0.0581,0.16
2449,京元電子,42650,0.0468,0.13
3264,欣銓科技,34000,0.0309,0.09
8021,尖點,10000,0.0172,0.05
3661,世芯-KY,1000,0.0135,0.04
2395,研華,5000,0.0126,0.04
3711,日月光投資控股,3000,0.0075,0.02
3605,宏致,10000,0.0065,0.02
3533,嘉澤端子工業,1000,0.0061,0.02
3491,昇達科,1000,0.0056,0.02
1590,亞德客-KY,1000,0.0044,0.01
8028,昇陽半導體,1000,0.0009,0.0
