code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,6.54,1.11
BE US,布魯姆能源公司,350000,5.72,0.97
3037,欣興,2600000,5.44,29.12
SPCX US,太空探索科技公司,550000,5.03,0.85
009150 KS,三星電機,70000,4.52,1040.2
6981 JP,村田製作所有限公司,1350000,3.93,104.8
MU US,美光科技公司,60000,3.89,0.66
2454,聯發科技,380000,3.67,19.68
INTC US,英特爾,500399,3.66,0.62
PANW US,Palo Alto Networks Inc,150000,3.32,0.56
PLTR US,帕蘭提爾科技公司,275000,3.01,0.51
HOOD US,羅賓漢市場公司,400120,2.94,0.5
2303,聯電,9700000,2.9,15.52
3017,奇鋐科技,440000,2.78,14.92
SNOW US,Snowflake公司,130000,2.59,0.44
NVDA US,NVIDIA CORP(輝達公司),175000,2.37,0.4
MSFT US,微軟,80000,2.36,0.4
2383,台光電,250000,2.27,12.15
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,220000,2.02,2.68
000660 KS,愛思開海力士公司,25000,2.0,460.0
CRWD US,Crowdstrike控股公司,130754,1.93,0.33
NOW US,ServiceNow公司,230000,1.86,0.32
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),50000,1.84,0.31
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,334997,1.79,2.03
NET US,Cloudflare公司,82000,1.71,0.29
TWLO US,Twilio公司,100000,1.68,0.28
992 HK,LENOVO GROUP LTD,6000000,1.66,2.2
TER US,泰瑞達公司,70000,1.65,0.28
OKTA US,Okta公司,120000,1.39,0.24
IFX GY,英飛凌科技股份有限公司,300000,1.22,0.18
6997 JP,NIPPON CHEMI-CON CORP,1060000,1.11,29.54
STX US,希捷科技控股公開有限公司,20000,1.09,0.18
4979,華星光,900000,1.02,5.45
2330,台積電,200000,0.92,4.92
COIN US,比特幣基地全球公司,70000,0.83,0.14
3081,聯亞,150000,0.79,4.24
SNDK US,晟碟公司（德拉瓦州）,7000,0.78,0.13
285A JP,鎧俠控股公司,37000,0.76,20.19
5801 JP,古河電氣工業有限公司,500000,0.73,19.5
NTRA US,那提拉公司,25000,0.58,0.1
4180 JP,APPIER GROUP INC,950000,0.54,14.4
