code,name,shares,weight,market_value_100m
TPEIR GA,Piraeus Bank SA,550000,5.382,2.06
ABN NA,荷蘭銀行公眾有限公司,130000,5.057,1.94
LLOY LN,勞埃德銀行集團,3700000,4.925,1.88
BARC LN,巴克萊集團,800000,4.797,1.84
NWG LN,國民西敏集團公開有限公司,500000,4.057,1.55
STAN LN,渣打集團有限公司,140000,3.52,1.35
GLE FP,法國興業銀行股份有限公司,43000,3.509,1.34
BAC US,美國銀行,65000,3.47,1.33
BMPS IM,義大利西恩那銀行股份公司,300000,3.468,1.33
BAMI IM,BPM銀行股份公司,200000,3.219,1.23
UNI IM,Unipol保險股份公司,110000,3.087,1.18
UCG IM,裕信銀行,35000,2.893,1.11
JPM US,摩根大通銀行,9000,2.729,1.04
DBK GY,德意志銀行,83000,2.653,1.02
UBS US,瑞銀集團公司,58000,2.622,1.0
BNP FP,法國巴黎銀行有限責任公司,23000,2.511,0.96
7167 JP,Mebuki金融集團公司,300000,2.443,0.94
AMUN FP,東方匯理資產管理有限責任公司,25000,2.356,0.9
INGA NA,荷蘭國際集團,78446,2.35,0.9
SDLF LN,標準人壽公開有限公司,220000,2.323,0.89
BNY US,紐約梅隆銀行,17000,2.277,0.87
PFG US,信安金融保險集團,20000,1.939,0.74
V US,威士卡,6200,1.928,0.74
USB US,美國合眾銀行,35000,1.897,0.73
ETE GA,希臘國家銀行,120000,1.889,0.72
HSBA LN,匯豐控股有限公司,110000,1.889,0.72
8331 JP,千葉銀行有限公司,125000,1.756,0.67
LGEN LN,法通保險集團公開有限公司,500000,1.734,0.66
8377 JP,北北金融集團公司,35000,1.48,0.57
AV/ LN,英傑華保險,185000,1.474,0.56
8309 JP,三井住友信託集團公司,162000,1.44,0.55
ADM LN,Admiral集團公開有限公司,33500,1.411,0.54
MRX US,馬雷克斯集團有限公司,25000,1.355,0.52
ISP IM,聯合聖保羅銀行,200000,1.317,0.5
8308 JP,Resona控股公司,100000,1.222,0.47
AJG US,Arthur J Gallagher & Co,5000,1.059,0.41
IBKR US,盈透證券集團公司,14000,1.048,0.4
7182 JP,日本郵政銀行有限公司,60000,1.027,0.39
RELY US,Remitly全球公司,48000,0.975,0.37
8411 JP,瑞穗金融集團,21500,0.974,0.37
7180 JP,九州金融集團公司,100000,0.818,0.31
