code,name,shares,weight,market_value_100m
2330,台積電,588000,13.64,14.14
2027,大成鋼,10341000,4.67,4.77
2376,技嘉,1170000,3.95,4.0
6187,萬潤,319000,3.68,3.75
6442,光紅建聖,255000,3.54,3.61
2059,川湖科技,31000,3.07,2.94
4904,遠傳電信,2988000,2.99,3.02
2412,中華電信,2203000,2.96,3.02
2345,智邦科技,124000,2.93,2.96
2383,台光電,52000,2.71,2.73
6669,緯穎科技服務,43000,2.64,2.66
3008,大立光,55000,2.49,2.54
6446,藥華醫藥,192000,2.43,2.56
4958,臻鼎-KY,443000,2.09,2.16
2408,南亞科技,447000,2.01,1.99
3017,奇鋐科技,68000,1.96,1.86
3081,聯亞,83000,1.93,1.97
2454,聯發科技,50000,1.92,2.0
2327,國巨*,334000,1.87,1.93
3036,文曄,788000,1.8,1.84
3037,欣興,160000,1.53,1.55
6147,頎邦,1019000,1.51,1.54
2303,聯電,1251000,1.49,1.53
3653,健策,32000,1.4,1.42
8996,高力熱處理工業,112000,1.25,1.16
3131,弘塑科技,49000,1.15,1.15
7769,鴻勁精密,18000,1.14,1.17
8299,群聯電子,53000,1.05,0.98
2344,華邦電子,611000,1.02,1.03
3665,貿聯-KY,43000,1.0,1.01
2368,金像電,98000,0.95,0.92
1216,統一企業,1303000,0.93,0.95
3711,日月光投資控股,125000,0.73,0.74
2049,上銀科技,175000,0.62,0.63
3105,穩懋,149000,0.56,0.57
8046,南電,48000,0.52,0.51
2308,台達電,30000,0.49,0.49
6223,旺矽科技,5000,0.31,0.31
2395,研華,50000,0.3,0.32
3661,世芯-KY,8000,0.29,0.29
3529,力旺電子,10000,0.26,0.26
1802,台玻,393000,0.21,0.21
2881,富邦金融控股,154000,0.19,0.19
2891,中國信託金融控股,306000,0.19,0.2
2317,鴻海精密工業,64000,0.17,0.17
2360,致茂電子,5000,0.1,0.09
3293,鈊象電子,13000,0.1,0.1
6488,環球晶,10000,0.09,0.09
6415,矽力杰,6000,0.03,0.03
3189,景碩科技,2000,0.02,0.02
