code,name,shares,weight,market_value_100m
MU US,美光科技公司,123569,6.12,1.1
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),184500,4.93,0.89
3037,欣興,2600000,4.32,25.19
LITE US,魯門特姆控股公司,92000,4.21,0.76
2383,台光電,445000,4.0,23.34
AMAT US,應用材料,135000,4.0,0.72
6981 JP,村田製作所有限公司,1350000,3.72,105.69
009150 KS,三星電機,70000,3.59,922.6
285A JP,鎧俠控股公司,180000,3.44,97.74
2330,台積電,750000,3.09,18.04
2454,聯發科技,445000,3.05,17.8
WDC US,威騰電子公司,105000,3.02,0.55
CRDO US,Credo科技集團控股有限公司,225000,2.8,0.51
BE US,布魯姆能源公司,210000,2.73,0.49
PANW US,Palo Alto Networks Inc,125000,2.51,0.45
6223,旺矽科技,230000,2.46,14.36
MRVL US,MARVELL TECHNOLOGY INC,205000,2.4,0.43
TSEM US,TOWER SEMICONDUCTOR LTD,186825,2.19,0.39
3665,貿聯-KY,520000,2.1,12.25
SNDK US,晟碟公司（德拉瓦州）,28000,2.1,0.38
6871 JP,MICRONICS JAPAN CO LTD,370000,2.07,58.9
SNOW US,Snowflake公司,115000,2.02,0.36
3711,日月光投資控股,1800000,1.83,10.67
6976 JP,TAIYO YUDEN CO LTD,450000,1.77,50.24
NOW US,ServiceNow公司,270000,1.75,0.32
IFX GY,英飛凌科技股份有限公司,425000,1.63,0.26
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.59,45.27
2327,國巨*,1550000,1.54,8.96
MPWR US,芯源系統有限公司,18000,1.34,0.24
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1249899,1.32,1.6
LMT US,LOCKHEED MARTIN CORP,38000,1.22,0.22
8035 JP,TOKYO ELECTRON LTD,55000,1.13,32.2
6920 JP,LASERTEC CORP,65000,1.07,30.34
2308,台達電,320000,0.91,5.28
VECO US,VEECO INSTRUMENTS INC,310000,0.91,0.16
FTNT US,防特網公司,100000,0.91,0.16
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,246988,0.84,1.03
AEHR US,AEHR TEST SYSTEMS,140344,0.77,0.14
TER US,泰瑞達公司,35000,0.76,0.14
6787 JP,MEIKO ELECTRONICS CO LTD,80000,0.7,19.84
3017,奇鋐科技,115000,0.54,3.14
2303,聯電,2500000,0.52,3.05
AIXA GY,愛思強股份有限公司,200000,0.49,0.08
FORM US,FORMFACTOR INC,75454,0.48,0.09
9988 HK,ALIBABA GROUP HOLDING LTD,500000,0.45,0.64
4062 JP,揖斐電有限公司,60000,0.43,12.2
