code,name,shares,weight,market_value_100m
2330,台積電,363000,8.39,8.73
6223,旺矽科技,115000,5.92,5.9
2383,台光電,106000,5.68,5.81
3017,奇鋐科技,134000,4.34,4.59
3037,欣興,454000,4.19,4.54
2454,聯發科技,102000,4.18,4.0
2059,川湖科技,30000,4.04,4.25
2408,南亞科技,763000,3.76,4.14
6669,緯穎科技服務,47000,3.49,3.33
6274,台燿,249000,3.43,3.57
5274,信驊科技,20600,3.35,3.31
2345,智邦科技,140000,2.94,2.85
3443,創意,50000,2.85,3.05
3189,景碩科技,304000,2.53,2.66
8046,南電,216000,2.52,2.66
2344,華邦電子,1496000,2.5,2.73
6515,穎崴科技,34000,2.23,2.14
3665,貿聯-KY,90000,1.98,1.95
2308,台達電,110000,1.95,2.02
1303,南亞,821000,1.83,1.99
2303,聯電,1338000,1.69,1.73
3653,健策,29000,1.62,1.74
2368,金像電,113000,1.32,1.32
3081,聯亞,37000,1.2,1.31
2327,國巨*,202000,1.09,1.1
3231,緯創資通,611000,1.06,1.11
5289,宜鼎國際,73872,1.02,1.07
3008,大立光,13000,0.94,0.99
8996,高力熱處理工業,82000,0.92,0.96
4958,臻鼎-KY,171000,0.87,0.85
3264,欣銓科技,367000,0.83,0.87
6805,富世達,36000,0.78,0.83
6139,亞翔,102000,0.75,0.79
7769,鴻勁精密,13000,0.73,0.76
2337,旺宏,550000,0.64,0.67
8299,群聯電子,31000,0.63,0.67
3711,日月光投資控股,100000,0.58,0.58
2455,全新,113000,0.56,0.59
8358,金居,108000,0.54,0.57
2347,聯強,524000,0.43,0.45
6147,頎邦,173000,0.3,0.32
8210,勤誠興業,32000,0.3,0.31
2885,元大金,439360,0.28,0.29
3036,文曄,149000,0.28,0.29
2301,光寶科技,87000,0.25,0.27
6187,萬潤,19000,0.25,0.26
2467,志聖,41000,0.24,0.26
2883,凱基金控,729000,0.24,0.25
3131,弘塑科技,10000,0.24,0.25
3491,昇達科,16000,0.23,0.22
2890,永豐金融,566220,0.22,0.23
2360,致茂電子,11000,0.21,0.22
3044,健鼎科技,43000,0.21,0.22
6239,力成科技,77000,0.21,0.22
1560,中砂,28000,0.2,0.19
2395,研華,29000,0.2,0.2
6584,南俊國際,32000,0.2,0.21
2313,華通,78000,0.19,0.2
6196,帆宣,39000,0.19,0.2
6415,矽力杰,45000,0.18,0.19
3042,台灣晶技,97000,0.17,0.18
3702,大聯大,177000,0.17,0.18
6213,聯茂,33000,0.17,0.18
2449,京元電子,59000,0.16,0.15
3661,世芯-KY,4000,0.16,0.17
