code,name,shares,weight,market_value_100m
2330,台積電,588000,13.51,14.14
2376,技嘉,1215000,4.11,4.36
6669,緯穎科技服務,56000,4.11,3.97
4904,遠傳電信,3832000,3.64,3.87
2412,中華電信,2828000,3.62,3.85
2345,智邦科技,138000,2.87,2.81
2383,台光電,52000,2.76,2.85
2454,聯發科技,67000,2.72,2.63
3711,日月光投資控股,435000,2.5,2.54
3017,奇鋐科技,76000,2.44,2.6
1504,東元電機,3473000,2.4,2.55
7750,新  代,108000,2.38,2.53
3037,欣興,252000,2.3,2.52
3665,貿聯-KY,105000,2.29,2.28
3661,世芯-KY,53000,2.13,2.27
2395,研華,313000,2.1,2.12
2327,國巨*,383000,2.05,2.09
2027,大成鋼,4181000,1.96,2.08
2308,台達電,105000,1.84,1.93
6446,藥華醫藥,138000,1.7,1.93
2610,華航,8783000,1.68,1.79
2603,長榮海運,726000,1.63,1.73
6488,環球晶,174000,1.63,1.73
2317,鴻海精密工業,629000,1.52,1.61
3105,穩懋,326000,1.51,1.6
3653,健策,27000,1.5,1.62
3491,昇達科,107000,1.49,1.48
8046,南電,125000,1.44,1.54
6187,萬潤,110000,1.42,1.48
8996,高力熱處理工業,113000,1.25,1.33
1216,統一企業,1657000,1.19,1.26
3008,大立光,16000,1.14,1.22
6442,光紅建聖,74000,1.14,1.21
1301,台塑,1577000,1.01,1.07
2303,聯電,804000,1.0,1.04
3081,聯亞,31000,1.0,1.09
7769,鴻勁精密,18000,0.99,1.06
2408,南亞科技,193000,0.94,1.05
2059,川湖科技,7000,0.93,0.99
6147,頎邦,517000,0.89,0.95
2360,致茂電子,43000,0.82,0.84
2344,華邦電子,243000,0.4,0.44
3131,弘塑科技,12000,0.28,0.3
4958,臻鼎-KY,46000,0.23,0.23
2368,金像電,19000,0.22,0.22
2881,富邦金融控股,154000,0.21,0.22
2891,中國信託金融控股,306000,0.19,0.2
8299,群聯電子,9000,0.18,0.19
3036,文曄,27000,0.05,0.05
3189,景碩科技,2000,0.02,0.02
