code,name,shares,weight,market_value_100m
2330,台積電,1406000,7.9081,32.62
2383,台光電,563000,7.0157,28.94
2059,川湖科技,293000,6.7447,27.82
3017,奇鋐科技,1002000,6.316,26.05
2345,智邦科技,1080000,6.0745,25.06
3037,欣興,2497000,5.5936,23.07
3665,貿聯-KY,991000,5.5259,22.79
3008,大立光,520000,5.4902,22.65
6223,旺矽科技,326000,4.663,19.23
8996,高力熱處理工業,1630000,4.0703,16.79
2454,聯發科技,406000,3.8043,15.69
3231,緯創資通,7662000,3.6222,14.94
6187,萬潤,1220000,3.2239,13.3
6584,南俊國際,2231000,2.5718,10.61
8021,尖點,2501000,2.3677,9.77
2455,全新,2753000,2.356,9.72
3711,日月光投資控股,1629000,2.3103,9.53
1303,南亞,5445000,2.2507,9.28
3443,創意,211000,2.1203,8.75
3661,世芯-KY,215000,1.767,7.29
8299,群聯電子,366000,1.6149,6.66
2308,台達電,300000,1.1782,4.86
6669,緯穎科技服務,77000,1.1583,4.78
4958,臻鼎-KY,1000000,1.0764,4.44
7751,竑騰,310000,1.0258,4.23
6488,環球晶,394000,0.9093,3.75
3189,景碩科技,440013,0.8182,3.37
6515,穎崴科技,42000,0.6694,2.76
7734,印能科技,56000,0.5009,2.07
6139,亞翔,250000,0.4763,1.97
6805,富世達,109000,0.4201,1.73
2337,旺宏,1343000,0.3907,1.61
3260,威剛科技,358000,0.3458,1.43
1815,富喬工業,1777000,0.345,1.42
5289,宜鼎國際,98000,0.3361,1.39
3583,辛耘,147000,0.2491,1.03
5347,世界先進,629000,0.2356,0.97
3264,欣銓科技,72000,0.0337,0.14
