code,name,shares,weight,market_value_100m
2330,台積電,1406000,8.896,32.2
2383,台光電,563000,7.1391,25.31
2345,智邦科技,1080000,6.2946,22.57
2059,川湖科技,293000,6.1346,23.12
3017,奇鋐科技,1002000,6.103,22.04
6223,旺矽科技,326000,5.0282,18.26
3665,貿聯-KY,955000,5.0144,16.86
3037,欣興,2097000,4.5419,16.65
3008,大立光,420000,4.3941,16.74
8996,高力熱處理工業,1630000,4.2066,16.54
2454,聯發科技,406000,3.9118,13.68
2327,國巨*,2066000,3.6341,13.02
6187,萬潤,1220000,3.1965,12.18
6584,南俊國際,2231000,3.1687,12.07
3711,日月光投資控股,1629000,2.7071,10.0
2303,聯電,7000000,2.4717,10.08
3443,創意,211000,2.2795,7.9
8299,群聯電子,445000,2.1671,7.94
2455,全新,2753000,2.1321,7.76
3661,世芯-KY,215000,1.9699,7.5
6515,穎崴科技,99000,1.7297,5.99
3026,禾伸堂,909000,1.6275,6.2
8021,尖點,1501000,1.4994,5.71
6488,環球晶,394000,1.2464,4.89
7751,竑騰,318000,0.9851,3.75
3189,景碩科技,440013,0.8617,3.05
6139,亞翔,250000,0.5349,2.04
7734,印能科技,56000,0.4579,1.74
2337,旺宏,1343000,0.4336,1.65
3363,上詮,300000,0.4119,1.57
6805,富世達,109000,0.4049,1.47
3260,威剛科技,358000,0.3463,1.25
5289,宜鼎國際,98000,0.3344,1.19
3583,辛耘,147000,0.2894,1.1
3264,欣銓科技,72000,0.0396,0.15
3491,昇達科,1000,0.0031,0.01
