code,name,shares,weight,market_value_100m
2330,台積電,314999,14.72,7.47
2383,台光電,76000,7.89,3.98
2454,聯發科技,93001,7.23,3.63
3037,欣興,334001,6.5,3.19
3017,奇鋐科技,100500,5.46,2.8
8046,南電,236000,5.24,2.55
6223,旺矽科技,41901,5.12,2.56
2059,川湖科技,21001,4.91,2.33
6274,台燿,158000,4.53,2.28
2345,智邦科技,82000,3.49,1.82
3711,日月光投資控股,262002,3.24,1.53
2408,南亞科技,314000,3.09,1.43
2308,台達電,74499,2.65,1.23
5274,信驊科技,7920,2.57,1.29
6669,緯穎科技服務,21000,2.48,1.28
3665,貿聯-KY,49000,2.11,1.08
2360,致茂電子,53000,2.11,1.08
3443,創意,19050,1.69,0.87
2327,國巨*,139000,1.56,0.75
7769,鴻勁精密,11000,1.36,0.69
6515,穎崴科技,8000,1.07,0.54
3653,健策,13000,1.06,0.54
2303,聯電,430000,1.04,0.5
6239,力成科技,175000,0.99,0.5
2344,華邦電子,250000,0.88,0.41
3036,文曄,180000,0.81,0.41
4958,臻鼎-KY,43000,0.4,0.2
6805,富世達,10000,0.34,0.17
2382,廣達電腦,50000,0.31,0.16
2317,鴻海精密工業,40000,0.21,0.11
3231,緯創資通,51000,0.19,0.1
2886,兆豐金,100000,0.1,0.05
3081,聯亞,1000,0.05,0.03
2404,漢唐,1000,0.02,0.01
2449,京元電子,4000,0.02,0.01
3045,台灣大哥,2000,0.0,0.0
