code,name,shares,weight,market_value_100m
3017,奇鋐科技,803000,7.4353,22.2
2454,聯發科技,480000,6.3654,19.01
3665,貿聯-KY,865000,6.3438,18.94
3653,健策,427000,5.9128,17.66
6223,旺矽科技,273000,5.691,16.99
3037,欣興,1570000,5.2155,15.57
3443,創意,334000,5.0668,15.13
8046,南電,1039000,3.9317,11.74
6669,緯穎科技服務,195000,3.9246,11.72
2345,智邦科技,529000,3.8353,11.45
2383,台光電,212000,3.7556,11.21
2344,華邦電子,5896000,3.5441,10.58
2368,金像電,1127000,3.4948,10.44
7769,鴻勁精密,120000,2.5236,7.54
6510,精測,245000,2.3342,6.97
7734,印能科技,189000,2.1867,6.53
5274,信驊科技,36300,2.0106,6.0
3131,弘塑科技,222000,1.8362,5.48
2308,台達電,294000,1.7869,5.34
2059,川湖科技,42000,1.6744,5.0
6274,台燿,306000,1.4961,4.47
3008,大立光,101000,1.4882,4.44
2408,南亞科技,849000,1.4272,4.26
2330,台積電,179000,1.4266,4.26
3081,聯亞,158400,1.3446,4.02
3026,禾伸堂,580000,1.142,3.41
8996,高力熱處理工業,282000,1.0151,3.03
8028,昇陽半導體,889000,0.7859,2.35
6187,萬潤,198000,0.7227,2.16
2449,京元電子,832650,0.6929,2.07
3711,日月光投資控股,323000,0.6814,2.03
3583,辛耘,274000,0.6386,1.91
8210,勤誠興業,168000,0.6047,1.81
6805,富世達,101000,0.5935,1.77
6515,穎崴科技,23000,0.526,1.57
6831,邁科科技,250000,0.5182,1.55
6442,光紅建聖,70000,0.334,1.0
6488,環球晶,110000,0.3145,0.94
6526,達發,146000,0.3065,0.92
4749,新應材,95000,0.25,0.75
5347,世界先進,211000,0.1112,0.33
4576,大銀微系統,72000,0.0546,0.16
2303,聯電,78000,0.0321,0.1
3163,波若威,13300,0.0314,0.09
3264,欣銓科技,34000,0.0253,0.08
8021,尖點,10000,0.0145,0.04
3661,世芯-KY,1000,0.0127,0.04
8299,群聯電子,1000,0.0068,0.02
3533,嘉澤端子工業,1000,0.0065,0.02
1590,亞德客-KY,1000,0.0052,0.02
