code,name,shares,weight,market_value_100m
2330,台積電,265000,4.89,6.28
2886,兆豐金,10357000,4.1,5.28
2059,川湖科技,44000,4.06,4.89
2383,台光電,99000,4.06,5.19
3711,日月光投資控股,712000,3.48,4.17
2892,第一金融控股,12465000,3.38,4.36
2308,台達電,237000,3.34,3.91
2454,聯發科技,107000,3.29,4.17
2880,華南金控,8658800,2.96,3.81
7769,鴻勁精密,51000,2.49,3.2
3653,健策,75000,2.41,3.1
2368,金像電,280000,2.01,2.75
3081,聯亞,100700,1.98,2.55
6515,穎崴科技,36000,1.91,2.43
2408,南亞科技,487000,1.9,2.23
2345,智邦科技,103000,1.73,2.28
2887,台新新光金,5894360,1.64,2.12
6223,旺矽科技,34000,1.64,2.07
6669,緯穎科技服務,34000,1.59,2.07
6805,富世達,115000,1.57,1.92
2885,元大金,2926000,1.55,2.0
2357,華碩,242000,1.54,1.98
3706,神達投資控股,2114000,1.52,1.96
3037,欣興,195000,1.5,1.86
9941,裕融企業,2270000,1.5,1.93
5274,信驊科技,11000,1.41,1.8
2360,致茂電子,88000,1.39,1.79
2395,研華,251000,1.3,1.59
3702,大聯大,1245000,1.26,1.62
5534,長虹建設,2069000,1.26,1.62
6274,台燿,109000,1.23,1.57
2441,超豐,1219000,1.22,1.57
2727,王品餐飲,647000,1.21,1.56
2890,永豐金融,4017780,1.21,1.56
3017,奇鋐科技,56000,1.2,1.56
2393,億光電子工業,2419000,1.17,1.51
6121,新  普,366000,1.12,1.45
3665,貿聯-KY,65000,1.1,1.43
5904,寶雅國際,1770000,1.09,1.4
2382,廣達電腦,443500,1.08,1.39
2451,創見,457000,1.05,1.36
5439,高技,560000,1.05,1.35
3293,鈊象電子,164000,1.01,1.31
9939,宏全國際,886000,0.99,1.28
4904,遠傳電信,1226000,0.97,1.26
3026,禾伸堂,213000,0.97,1.25
4746,台耀化學,2276000,0.96,1.24
8210,勤誠興業,112000,0.93,1.25
2884,玉山金融控股,3184000,0.93,1.2
6435,大中,437000,0.88,1.13
9945,潤泰創新國際,3964000,0.84,1.08
6138,茂達電子,368000,0.82,1.06
9958,世紀鋼鐵結構,886000,0.8,1.03
5434,崇越,198000,0.79,0.99
3227,原相,460000,0.75,0.97
4551,智伸科,398000,0.54,0.69
6782,視陽,277000,0.46,0.59
3090,日電貿,363000,0.45,0.58
2618,長榮航,956000,0.32,0.41
9938,台灣百和工業,942000,0.31,0.4
9802,鈺齊國際,178000,0.1,0.13
6768,志強國際企業,148000,0.08,0.1
