code,name,shares,weight,market_value_100m
2330,台積電,221000,4.52,5.25
2383,台光電,89000,4.29,5.33
2886,兆豐金,9327000,3.72,4.33
2059,川湖科技,32000,3.64,4.46
3653,健策,74000,3.39,4.14
3711,日月光投資控股,656000,3.27,3.87
2892,第一金融控股,11226000,3.21,3.74
2454,聯發科技,96000,3.09,3.55
7769,鴻勁精密,50000,2.72,3.23
2880,華南金控,7875388,2.65,3.06
2308,台達電,162000,2.41,2.83
2408,南亞科技,479000,2.15,2.48
3081,聯亞,84700,2.1,2.47
2357,華碩,238000,1.86,2.19
6669,緯穎科技服務,34000,1.81,2.15
2368,金像電,219000,1.8,2.24
2345,智邦科技,101000,1.75,2.13
6805,富世達,115000,1.72,2.13
2887,台新新光金,5402360,1.71,1.94
2885,元大金,3043040,1.65,1.89
9941,裕融企業,2270000,1.65,1.94
3706,神達投資控股,2114000,1.62,1.9
6223,旺矽科技,34000,1.58,1.92
6515,穎崴科技,28000,1.52,1.79
3037,欣興,163000,1.5,1.86
5534,長虹建設,2069000,1.41,1.66
2395,研華,251000,1.38,1.69
3017,奇鋐科技,56000,1.36,1.67
2890,永豐金融,4017780,1.35,1.58
2393,億光電子工業,2419000,1.33,1.57
2727,王品餐飲,647000,1.31,1.54
3665,貿聯-KY,65000,1.26,1.46
2360,致茂電子,70000,1.25,1.5
2382,廣達電腦,443500,1.21,1.45
2451,創見,457000,1.21,1.3
6121,新  普,366000,1.21,1.42
5274,信驊科技,9000,1.17,1.42
3702,大聯大,1245000,1.17,1.3
3026,禾伸堂,213000,1.16,1.36
2441,超豐,1219000,1.16,1.39
5439,高技,560000,1.14,1.34
5904,寶雅國際,1770000,1.12,1.34
4904,遠傳電信,1226000,1.07,1.25
4746,台耀化學,2276000,1.04,1.23
2884,玉山金融控股,3184000,1.03,1.21
3293,鈊象電子,164000,1.02,1.24
9939,宏全國際,886000,1.01,1.19
9945,潤泰創新國際,3964000,0.99,1.17
6274,台燿,75000,0.95,1.18
6435,大中,437000,0.93,1.1
8210,勤誠興業,112000,0.9,1.08
6138,茂達電子,368000,0.88,1.07
5434,崇越,198000,0.86,1.04
9958,世紀鋼鐵結構,886000,0.77,0.9
3227,原相,460000,0.76,0.9
4551,智伸科,398000,0.53,0.63
3090,日電貿,363000,0.51,0.6
2618,長榮航,956000,0.35,0.4
