code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,5.93,1.03
3037,欣興,2600000,5.34,29.64
2383,台光電,445000,4.8,26.63
009150 KS,三星電機,70000,4.05,977.9
MU US,美光科技公司,70000,3.93,0.68
6981 JP,村田製作所有限公司,1350000,3.54,97.27
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,3.52,0.61
285A JP,鎧俠控股公司,180000,3.47,95.31
PANW US,Palo Alto Networks Inc,150000,3.02,0.52
CRDO US,Credo科技集團控股有限公司,225000,3.0,0.52
MRVL US,MARVELL TECHNOLOGY INC,205000,2.97,0.51
STX US,希捷科技控股公開有限公司,60000,2.94,0.51
TSEM US,TOWER SEMICONDUCTOR LTD,216825,2.8,0.49
2330,台積電,650000,2.78,15.44
6223,旺矽科技,242000,2.47,13.67
BE US,布魯姆能源公司,210000,2.45,0.43
SNOW US,Snowflake公司,130000,2.41,0.42
SPCX US,太空探索科技公司,300000,2.32,0.4
2308,台達電,720000,2.27,12.56
2454,聯發科技,300000,2.0,11.1
SNDK US,晟碟公司（德拉瓦州）,21000,1.94,0.34
6871 JP,MICRONICS JAPAN CO LTD,370000,1.85,50.91
PLTR US,帕蘭提爾科技公司,180000,1.81,0.31
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1.67,1.95
IFX GY,英飛凌科技股份有限公司,425000,1.59,0.24
COHR US,連貫公司,95000,1.59,0.28
2327,國巨*,1550000,1.57,8.71
3017,奇鋐科技,275000,1.48,8.21
MPWR US,芯源系統有限公司,18000,1.36,0.24
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.29,35.52
TER US,泰瑞達公司,55000,1.22,0.21
WDC US,威騰電子公司,40000,1.08,0.19
000660 KS,SK HYNIX INC,15000,1.06,256.5
3711,日月光投資控股,1000000,1.06,5.9
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,1.03,1.2
FORM US,FORMFACTOR INC,150454,1.0,0.17
CRCL US,Circle網路集團公司,200000,0.96,0.17
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,0.89,1.21
AEM US,AGNICO EAGLE MINES LTD,60000,0.73,0.13
NET US,Cloudflare公司,45000,0.72,0.13
TWLO US,Twilio公司,55000,0.7,0.12
5801 JP,古河電氣工業有限公司,500000,0.7,19.32
6787 JP,MEIKO ELECTRONICS CO LTD,80000,0.51,14.03
AIXA GY,愛思強股份有限公司,200000,0.5,0.07
4979,華星光,450000,0.46,2.56
4180 JP,APPIER GROUP INC,950000,0.45,12.44
AEHR US,AEHR TEST SYSTEMS,70000,0.43,0.07
095340 KS,ISC CO LTD,50000,0.35,85.05
