code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,6.75,1.08
BE US,布魯姆能源公司,310000,5.25,0.84
SPCX US,太空探索科技公司,550000,5.2,0.83
3037,欣興,2600000,4.91,24.99
009150 KS,三星電機,70000,4.43,966.7
6981 JP,村田製作所有限公司,1350000,4.17,103.05
PANW US,Palo Alto Networks Inc,150000,3.53,0.56
MU US,美光科技公司,60000,3.49,0.56
MSFT US,微軟,100000,3.08,0.49
2383,台光電,300000,3.0,15.26
2454,聯發科技,330000,2.94,14.95
3017,奇鋐科技,440000,2.75,13.97
SNOW US,Snowflake公司,130000,2.7,0.43
PLTR US,帕蘭提爾科技公司,225000,2.46,0.39
NVDA US,NVIDIA CORP(輝達公司),175000,2.35,0.37
000660 KS,愛思開海力士公司,25000,2.02,439.75
NOW US,ServiceNow公司,230000,2.02,0.32
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,220000,2.0,2.5
CRWD US,Crowdstrike控股公司,130754,1.98,0.32
HOOD US,羅賓漢市場公司,300120,1.97,0.31
STX US,希捷科技控股公開有限公司,40000,1.96,0.31
2303,聯電,7000000,1.95,9.94
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,334997,1.92,2.05
INTC US,英特爾,300000,1.9,0.3
2330,台積電,400000,1.87,9.52
4979,華星光,1510000,1.62,8.26
992 HK,LENOVO GROUP LTD,6000000,1.62,2.03
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),50000,1.61,0.26
TWLO US,Twilio公司,100000,1.5,0.24
TER US,泰瑞達公司,70000,1.5,0.24
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.47,36.34
NET US,Cloudflare公司,70000,1.43,0.23
6515,穎崴科技,100000,1.22,6.21
IFX GY,英飛凌科技股份有限公司,300000,1.2,0.17
OKTA US,Okta公司,80000,0.94,0.15
3081,聯亞,150000,0.83,4.21
5801 JP,古河電氣工業有限公司,500000,0.77,19.06
285A JP,鎧俠控股公司,37000,0.76,18.79
AEM US,AGNICO EAGLE MINES LTD,60000,0.74,0.12
SNDK US,晟碟公司（德拉瓦州）,7000,0.67,0.11
4180 JP,APPIER GROUP INC,950000,0.59,14.59
NTRA US,那提拉公司,25000,0.54,0.09
AIXA GY,愛思強股份有限公司,57635,0.14,0.02
