code,name,shares,weight,market_value_100m
2330,台積電,279000,5.97,6.64
3702,大聯大,5267000,5.16,5.85
2454,聯發科技,96000,3.81,4.35
3706,神達投資控股,5339400,3.79,4.3
2383,台光電,89000,3.69,4.53
3653,健策,77000,3.64,4.03
2059,川湖科技,32000,3.47,3.85
2441,超豐,2890000,3.02,3.42
7769,鴻勁精密,50000,2.71,3.07
2308,台達電,175000,2.6,2.99
6669,緯穎科技服務,134225,2.53,2.91
3037,欣興,262000,2.17,2.52
2382,廣達電腦,702500,2.13,2.42
2408,南亞科技,479000,2.06,2.36
3081,聯亞,84700,2.03,2.38
2357,華碩,238000,1.99,2.26
9941,裕融企業,2727480,1.94,2.2
6223,旺矽科技,40000,1.94,2.24
2887,台新新光金,4752360,1.85,2.09
2368,金像電,219000,1.84,2.17
6515,穎崴科技,33000,1.78,2.02
3026,禾伸堂,246000,1.65,1.87
2345,智邦科技,101000,1.6,1.86
2885,元大金,2615040,1.59,1.8
3017,奇鋐科技,56000,1.57,1.78
5534,長虹建設,2382000,1.56,1.77
2395,研華,251000,1.52,1.72
5274,信驊科技,9000,1.45,1.64
2884,玉山金融控股,3184000,1.33,1.51
2892,第一金融控股,3651000,1.31,1.49
2360,致茂電子,70000,1.29,1.46
3008,大立光,24000,1.27,1.49
2886,兆豐金,2700000,1.24,1.4
2880,華南金控,2936388,1.24,1.41
3665,貿聯-KY,65000,1.15,1.3
2890,永豐金融,2734780,1.11,1.26
2451,創見,393000,0.96,1.11
4746,台耀化學,2276000,0.96,1.08
6805,富世達,51000,0.94,1.04
3293,鈊象電子,144000,0.92,1.02
6274,台燿,75000,0.87,1.06
2393,億光電子工業,1439000,0.8,0.91
5434,崇越,160000,0.75,0.86
5904,寶雅國際,1077000,0.69,0.78
6138,茂達電子,284000,0.67,0.76
2727,王品餐飲,321000,0.64,0.73
4904,遠傳電信,650000,0.61,0.69
3227,原相,361000,0.58,0.66
9958,世紀鋼鐵結構,685000,0.56,0.63
3090,日電貿,363000,0.51,0.58
6121,新  普,146000,0.48,0.55
4551,智伸科,313000,0.44,0.49
2618,長榮航,956000,0.35,0.4
5439,高技,160000,0.34,0.38
