code,name,shares,weight,market_value_100m
2330,台積電,35999,5.86,0.86
2454,聯發科技,14000,4.23,0.63
6669,緯穎科技服務,26768,3.84,0.58
3017,奇鋐科技,16000,3.42,0.51
9802,鈺齊國際,682000,3.0,0.45
2368,金像電,46000,2.93,0.46
3045,台灣大哥,350000,2.91,0.43
2383,台光電,8000,2.52,0.41
3037,欣興,38000,2.4,0.37
2357,華碩,37000,2.36,0.35
2886,兆豐金,669000,2.33,0.35
2801,彰銀,1165000,2.32,0.34
6223,旺矽科技,6000,2.22,0.34
3653,健策,6000,2.16,0.31
6274,台燿,24000,2.13,0.34
2880,華南金控,656500,2.11,0.31
5434,崇越,58000,2.06,0.31
2317,鴻海精密工業,120000,2.02,0.3
9941,裕融企業,353200,1.91,0.29
2303,聯電,190000,1.88,0.27
7769,鴻勁精密,4500,1.85,0.28
3231,緯創資通,130000,1.63,0.24
1303,南亞,101000,1.6,0.23
2395,研華,34000,1.57,0.23
2542,興富發,480000,1.51,0.22
8046,南電,21000,1.5,0.23
3189,景碩科技,27000,1.46,0.22
2376,技嘉,55000,1.31,0.2
3081,聯亞,7000,1.28,0.2
6805,富世達,9000,1.26,0.18
6239,力成科技,67000,1.23,0.18
2308,台達電,10900,1.23,0.19
6187,萬潤,15000,1.22,0.18
2891,中國信託金融控股,240000,1.15,0.17
8996,高力熱處理工業,13000,1.13,0.17
2481,強茂,96000,1.05,0.16
3711,日月光投資控股,23000,0.95,0.14
2408,南亞科技,28000,0.92,0.14
2382,廣達電腦,40000,0.92,0.14
2449,京元電子,50000,0.89,0.13
2345,智邦科技,7000,0.85,0.13
6515,穎崴科技,2000,0.82,0.12
3491,昇達科,7000,0.7,0.1
2344,華邦電子,40000,0.46,0.07
8436,大江生醫,64000,0.45,0.07
3443,創意,1000,0.44,0.06
6488,環球晶,7000,0.43,0.07
2360,致茂電子,3000,0.42,0.06
2059,川湖科技,500,0.41,0.06
2882,國泰金,45000,0.34,0.05
3665,貿聯-KY,1000,0.13,0.02
1216,統一企業,20000,0.1,0.02
