code,name,shares,weight,market_value_100m
2330,台積電,179000,11.21,4.26
2454,聯發科技,56000,6.51,2.54
4958,臻鼎-KY,499000,6.14,2.46
2383,台光電,47000,5.7,2.39
2308,台達電,115000,5.01,1.97
2327,國巨*,352000,4.81,1.89
3443,創意,22000,3.69,1.36
6510,精測,41000,3.39,1.32
6278,台表科,665000,3.16,1.22
6683,雍智科技,77000,3.13,1.21
3653,健策,20000,2.77,1.05
6223,旺矽科技,19000,2.7,1.06
8996,高力熱處理工業,72000,2.42,0.94
6831,邁科科技,171000,2.32,0.9
2472,立隆電子工業,425000,2.29,0.89
3189,景碩科技,106000,2.2,0.85
3017,奇鋐科技,26000,2.14,0.83
7751,竑騰,53000,1.95,0.75
3037,欣興,76000,1.85,0.73
3363,上詮,103000,1.74,0.67
3693,營邦,94000,1.69,0.66
8021,尖點,144000,1.67,0.65
6415,矽力杰,156000,1.66,0.64
8210,勤誠興業,65000,1.5,0.57
8046,南電,54000,1.49,0.6
2344,華邦電子,330000,1.45,0.56
2303,聯電,377000,1.44,0.54
2360,致茂電子,25000,1.35,0.52
6274,台燿,37000,1.26,0.52
2408,南亞科技,97000,1.22,0.48
6830,汎銓,79000,1.04,0.4
5269,祥碩,22000,0.84,0.33
6239,力成科技,102000,0.72,0.28
1303,南亞,87000,0.53,0.19
3042,台灣晶技,79000,0.36,0.14
2368,金像電,14000,0.34,0.14
2467,志聖,25000,0.33,0.13
3131,弘塑科技,5000,0.31,0.12
6770,力積電,127000,0.23,0.09
6526,達發,12000,0.19,0.08
3665,貿聯-KY,3000,0.16,0.06
1802,台玻,90000,0.14,0.05
6531,愛普科技,5000,0.12,0.05
4749,新應材,5086,0.1,0.04
2881,富邦金融控股,20000,0.08,0.03
3711,日月光投資控股,5000,0.08,0.03
6213,聯茂,6000,0.08,0.03
3533,嘉澤端子工業,2000,0.08,0.03
2882,國泰金,25000,0.07,0.03
2317,鴻海精密工業,9000,0.06,0.02
2382,廣達電腦,6000,0.05,0.02
2449,京元電子,6300,0.04,0.02
