code,name,shares,weight,market_value_100m
MU US,美光科技公司,123569,6.11,1.02
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),205000,5.86,0.98
AMAT US,應用材料,135000,4.12,0.69
2383,台光電,445000,3.92,21.12
3037,欣興,2600000,3.8,20.46
6981 JP,村田製作所有限公司,1350000,3.75,100.12
WDC US,威騰電子公司,105000,3.43,0.57
2330,台積電,750000,3.38,18.19
LITE US,魯門特姆控股公司,77000,3.3,0.55
285A JP,鎧俠控股公司,180000,3.13,83.7
009150 KS,三星電機,65000,3.11,742.3
2454,聯發科技,445000,2.94,15.82
CRDO US,Credo科技集團控股有限公司,225000,2.8,0.47
IFX GY,英飛凌科技股份有限公司,625000,2.67,0.39
BE US,布魯姆能源公司,210000,2.6,0.43
TSEM US,TOWER SEMICONDUCTOR LTD,186825,2.46,0.41
MRVL US,MARVELL TECHNOLOGY INC,205000,2.31,0.38
8035 JP,TOKYO ELECTRON LTD,110000,2.29,61.05
SNDK US,晟碟公司（德拉瓦州）,28000,2.04,0.34
3665,貿聯-KY,520000,2.03,10.92
PANW US,Palo Alto Networks Inc,100000,1.99,0.33
6871 JP,MICRONICS JAPAN CO LTD,370000,1.88,50.25
6223,旺矽科技,190000,1.86,10.03
3711,日月光投資控股,1800000,1.86,9.99
NOW US,ServiceNow公司,270000,1.8,0.3
6976 JP,TAIYO YUDEN CO LTD,450000,1.72,46.01
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.49,39.78
2327,國巨*,1550000,1.45,7.78
LMT US,LOCKHEED MARTIN CORP,38000,1.33,0.22
SNOW US,Snowflake公司,65000,1.14,0.19
2308,台達電,320000,0.97,5.25
FTNT US,防特網公司,100000,0.97,0.16
VECO US,VEECO INSTRUMENTS INC,310000,0.93,0.15
6920 JP,LASERTEC CORP,65000,0.92,24.64
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,899909,0.89,1.01
MPWR US,芯源系統有限公司,10000,0.86,0.14
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,189988,0.59,0.67
2303,聯電,2500000,0.56,3.02
3017,奇鋐科技,115000,0.5,2.67
AIXA GY,愛思強股份有限公司,200000,0.5,0.07
AEHR US,AEHR TEST SYSTEMS,100459,0.48,0.08
4062 JP,揖斐電有限公司,60000,0.37,9.99
