code,name,shares,weight,market_value_100m
2330,台積電,179000,10.29,4.37
4958,臻鼎-KY,562000,6.87,3.01
2383,台光電,51000,6.69,2.88
2454,聯發科技,63000,6.49,2.72
2308,台達電,115000,4.8,2.14
2327,國巨*,368000,4.79,2.09
6278,台表科,665000,3.2,1.33
3443,創意,22000,3.13,1.32
3653,健策,20000,2.78,1.18
8046,南電,95000,2.75,1.16
3037,欣興,115000,2.7,1.12
8996,高力熱處理工業,83000,2.53,0.98
6831,邁科科技,171000,2.51,1.04
6223,旺矽科技,19000,2.42,1.03
6239,力成科技,331000,2.22,0.92
2472,立隆電子工業,425000,2.22,0.92
3189,景碩科技,106000,2.16,0.9
3017,奇鋐科技,26000,2.07,0.89
3363,上詮,103000,1.94,0.8
3661,世芯-KY,18000,1.82,0.76
2344,華邦電子,407000,1.76,0.72
3042,台灣晶技,371000,1.61,0.67
6415,矽力杰,156000,1.6,0.66
8021,尖點,144000,1.59,0.66
2408,南亞科技,124000,1.55,0.64
8210,勤誠興業,65000,1.52,0.64
3693,營邦,94000,1.45,0.6
7751,竑騰,38000,1.42,0.59
2345,智邦科技,27000,1.39,0.6
6274,台燿,37000,1.26,0.54
2360,致茂電子,25000,1.19,0.51
6830,汎銓,67000,0.97,0.4
1303,南亞,145000,0.83,0.34
5269,祥碩,22000,0.77,0.32
2368,金像電,14000,0.4,0.17
2467,志聖,25000,0.37,0.15
4583,台灣精銳,30000,0.35,0.14
3131,弘塑科技,5000,0.29,0.12
6770,力積電,127000,0.22,0.09
6526,達發,12000,0.19,0.08
3665,貿聯-KY,3000,0.16,0.07
1802,台玻,90000,0.13,0.05
6531,愛普科技,5000,0.11,0.05
4749,新應材,5086,0.1,0.04
6213,聯茂,6000,0.08,0.03
3533,嘉澤端子工業,2000,0.08,0.03
3711,日月光投資控股,5000,0.07,0.03
2881,富邦金融控股,20000,0.07,0.03
2882,國泰金,25000,0.07,0.03
2317,鴻海精密工業,9000,0.05,0.02
2382,廣達電腦,6000,0.05,0.02
2449,京元電子,6300,0.04,0.02
