code,name,shares,weight,market_value_100m
ABN NA,荷蘭銀行公眾有限公司,140000,5.277,2.14
AGN NA,荷蘭保險公司,680000,4.915,2.0
AV/ LN,英傑華保險,630000,4.866,1.98
TPEIR GA,Piraeus Bank SA,475000,4.357,1.77
NWG LN,國民西敏集團公開有限公司,540000,3.892,1.58
LLOY LN,勞埃德銀行集團,3000000,3.501,1.42
DBK GY,德意志銀行,110000,3.432,1.39
ASRNL NA,ASR荷蘭公眾有限公司,45000,2.963,1.2
ADM LN,Admiral集團公開有限公司,70000,2.908,1.18
BAMI IM,BPM銀行股份公司,200000,2.896,1.18
LGEN LN,法通保險集團公開有限公司,900000,2.758,1.12
STAN LN,渣打集團有限公司,120000,2.747,1.12
CHYM US,Chime Financial Inc,110000,2.716,1.1
BMPS IM,義大利西恩那銀行股份公司,250000,2.58,1.05
7167 JP,Mebuki金融集團公司,300000,2.509,1.02
ARES US,戰神管理公司,23000,2.495,1.01
BARC LN,巴克萊集團,480000,2.463,1.0
GPN US,環匯公司,34000,2.388,0.97
BLK US,貝萊德公司,2700,2.375,0.96
BX US,黑石公司,22000,2.344,0.95
UCG IM,裕信銀行,30000,2.261,0.92
UNI IM,Unipol保險股份公司,85000,2.153,0.87
AMUN FP,東方匯理資產管理有限責任公司,25000,2.119,0.86
UBS US,瑞銀集團公司,50000,2.111,0.86
MRX US,馬雷克斯集團有限公司,33000,1.869,0.76
ETE GA,希臘國家銀行,120000,1.827,0.74
HSBA LN,匯豐控股有限公司,110000,1.78,0.72
8331 JP,千葉銀行有限公司,125000,1.739,0.71
INGA NA,荷蘭國際集團,60000,1.658,0.67
JPM US,摩根大通銀行,5500,1.522,0.62
BNP FP,法國巴黎銀行有限責任公司,16000,1.484,0.6
V US,威士卡,5000,1.453,0.59
RELY US,Remitly全球公司,72000,1.443,0.59
GLE FP,法國興業銀行股份有限公司,20000,1.325,0.54
BNY US,紐約梅隆銀行,9000,1.126,0.46
8377 JP,北北金融集團公司,25000,1.024,0.42
G IM,忠意保險股份公司,25000,0.997,0.4
8308 JP,Resona控股公司,80000,0.988,0.4
8309 JP,三井住友信託集團公司,110000,0.97,0.39
HOOD US,羅賓漢市場公司,12000,0.969,0.39
BAC US,美國銀行,20000,0.967,0.39
MNG LN,M&G公開有限公司,218000,0.796,0.32
SHOP US,Shopify公司,6800,0.741,0.3
