code,name,shares,weight,market_value_100m
2330,台積電,45000,6.63,1.08
3008,大立光,18000,5.9,0.91
3491,昇達科,72000,5.58,0.96
2454,聯發科技,22000,5.29,0.89
3017,奇鋐科技,28000,5.26,0.88
6669,緯穎科技服務,13000,5.15,0.86
3653,健策,15000,4.79,0.8
2455,全新,178000,4.6,0.74
2059,川湖科技,5000,4.45,0.69
2383,台光電,11000,4.23,0.7
3081,聯亞,22000,3.99,0.64
3529,力旺電子,27000,3.91,0.65
8996,高力熱處理工業,53000,3.86,0.64
3037,欣興,53000,3.76,0.59
3665,貿聯-KY,27000,3.75,0.58
8046,南電,36000,2.78,0.47
4958,臻鼎-KY,89000,2.61,0.45
2408,南亞科技,80000,2.55,0.42
5347,世界先進,265000,2.54,0.41
8358,金居,90000,2.32,0.37
6223,旺矽科技,7000,2.29,0.41
4749,新應材,45000,2.14,0.35
6274,台燿,22000,2.11,0.35
3711,日月光投資控股,44000,1.63,0.27
1560,中砂,31000,1.36,0.23
3450,聯鈞,30000,1.08,0.17
2327,國巨*,18000,0.64,0.11
1519,華城電機,9000,0.4,0.06
