code,name,shares,weight,market_value_100m
2330,台積電,189000,8.9,4.5
2383,台光電,72000,8.85,4.47
2454,聯發科技,74000,5.69,2.87
6669,緯穎科技服務,43000,5.45,2.75
3037,欣興,232000,5.26,2.66
2345,智邦科技,110000,4.85,2.45
3017,奇鋐科技,80000,4.81,2.43
8046,南電,170000,4.19,2.12
6223,旺矽科技,38000,3.97,2.0
2308,台達電,110000,3.96,2.0
3665,貿聯-KY,81000,3.59,1.81
3653,健策,30000,3.06,1.54
5274,信驊科技,8800,2.97,1.5
7769,鴻勁精密,22000,2.84,1.44
3711,日月光投資控股,207000,2.46,1.24
2303,聯電,900000,2.12,1.07
6274,台燿,68000,2.08,1.05
2327,國巨*,180000,2.05,1.04
6515,穎崴科技,14000,1.75,0.88
2368,金像電,74000,1.57,0.79
2360,致茂電子,26000,1.19,0.6
2344,華邦電子,332000,1.16,0.59
4958,臻鼎-KY,107000,1.0,0.51
8210,勤誠興業,43000,0.87,0.44
2455,全新,101000,0.84,0.42
3044,健鼎科技,78000,0.75,0.38
8996,高力熱處理工業,32000,0.74,0.38
2472,立隆電子工業,162000,0.73,0.37
2486,一詮精密,150000,0.7,0.35
3023,信邦,113000,0.69,0.35
6187,萬潤,27000,0.67,0.34
2885,元大金,512720,0.65,0.33
5289,宜鼎國際,22000,0.64,0.32
7750,新  代,12000,0.59,0.3
3443,創意,5000,0.55,0.28
3189,景碩科技,31000,0.53,0.27
8150,南茂科技,280000,0.49,0.25
6213,聯茂,50000,0.48,0.24
1326,台化,400000,0.47,0.24
3450,聯鈞,40000,0.46,0.23
3264,欣銓科技,107000,0.45,0.23
3131,弘塑科技,9000,0.44,0.22
6438,迅得機械,140000,0.4,0.2
2313,華通,90000,0.38,0.19
2449,京元電子,80850,0.38,0.19
6805,富世達,9000,0.35,0.18
2467,志聖,27000,0.3,0.15
8358,金居,35000,0.29,0.15
3211,順達,30000,0.23,0.11
6531,愛普科技,13000,0.22,0.11
6139,亞翔,1000,0.02,0.01
