code,name,shares,weight,market_value_100m
PLTR US,帕蘭提爾科技公司,135500,4.06,7.45
NVDA US,NVIDIA CORP(輝達公司),101000,3.999,7.34
000660 KS,愛思開海力士公司,17254,3.933,7.22
HOOD US,羅賓漢市場公司,187000,3.925,7.2
MU US,美光科技公司,19800,3.46,6.35
LITE US,魯門特姆控股公司,22500,3.408,6.26
009150 KS,三星電機,17500,3.253,5.97
3017,奇鋐科技,173000,3.223,5.92
MSFT US,微軟,35000,3.006,5.52
SNDK US,晟碟公司（德拉瓦州）,10000,2.991,5.49
BE US,布魯姆能源公司,67000,2.912,5.35
285A JP,鎧俠控股公司,43600,2.868,5.26
2383,台光電,73000,2.185,4.01
BMNR US,BitMine Immersion技術公司,468640,2.011,3.69
SPCX US,太空探索科技公司,79000,2.009,3.69
3026,禾伸堂,475000,1.995,3.66
WPM US,惠頓貴金屬公司,73000,1.945,3.57
DELL US,戴爾科技公司,21000,1.892,3.47
SNOW US,Snowflake公司,32500,1.883,3.46
8473 JP,SBI控股公司,505000,1.877,3.45
NOW US,ServiceNow公司,76000,1.845,3.39
TSM US,台積電,25000,1.843,3.38
5274,信驊科技,17000,1.78,3.27
CRM US,賽富時公司,39000,1.738,3.19
2454,聯發科技,67000,1.737,3.19
CRWD US,Crowdstrike控股公司,47000,1.721,3.16
4062 JP,揖斐電有限公司,70000,1.717,3.15
CRCL US,Circle網路集團公司,97000,1.701,3.12
ALAB US,Astera實驗室公司,30000,1.6,2.94
AMZN US,亞馬遜公司,36000,1.6,2.94
GOOGL US,ALPHABET INC-CL A(Alphabet公司),26000,1.512,2.78
8046,南電,263000,1.504,2.76
3189,景碩科技,337000,1.493,2.74
PANW US,Palo Alto Networks Inc,25300,1.449,2.66
COIN US,比特幣基地全球公司,45000,1.428,2.62
TEM US,Tempus AI公司,120000,1.333,2.45
EXPE US,智遊網集團公司,26000,1.332,2.44
EQT US,EQT公司,130000,1.233,2.26
034020 KS,斗山重工業,108000,1.214,2.23
3653,健策,37000,1.14,2.09
GDX US,VanEck黃金礦業交易所交易基金,66000,1.126,2.07
MRVL US,MARVELL TECHNOLOGY INC,28000,1.076,1.97
PSX US,菲利普66,22000,0.965,1.77
3008,大立光,25000,0.907,1.67
STX US,希捷科技控股公開有限公司,6000,0.876,1.61
NET US,Cloudflare公司,18100,0.868,1.59
LLY US,禮來公司,3900,0.77,1.41
600183 CH,廣東生益科技股份有限公司,200000,0.759,1.39
MA US,萬事達卡,7000,0.697,1.28
TSLA US,特斯拉公司,11000,0.669,1.23
MRK US,默克藥廠,25000,0.646,1.19
