code,name,shares,weight,market_value_100m
6669,緯穎科技服務,40268,6.12,1.0
3017,奇鋐科技,26000,5.54,0.89
2330,台積電,30999,4.97,0.76
2454,聯發科技,14000,4.28,0.67
2383,台光電,10000,3.46,0.55
2368,金像電,46000,3.21,0.52
9941,裕融企業,583200,3.06,0.47
1303,南亞,200000,3.05,0.46
3045,台灣大哥,390000,2.98,0.46
2886,兆豐金,870000,2.85,0.44
2357,華碩,43000,2.7,0.42
9802,鈺齊國際,520000,2.4,0.37
6274,台燿,26000,2.27,0.36
6223,旺矽科技,6000,2.25,0.33
2308,台達電,19000,2.22,0.35
3653,健策,6000,2.16,0.34
7769,鴻勁精密,4500,2.03,0.31
5434,崇越,58000,2.0,0.31
2317,鴻海精密工業,120000,1.96,0.3
2880,華南金控,656500,1.92,0.3
3037,欣興,28000,1.73,0.27
3231,緯創資通,130000,1.57,0.24
2801,彰銀,835000,1.48,0.23
2395,研華,34000,1.45,0.23
3189,景碩科技,27000,1.4,0.22
6187,萬潤,15000,1.35,0.21
2376,技嘉,55000,1.27,0.2
6805,富世達,9000,1.26,0.2
6239,力成科技,67000,1.2,0.18
8436,大江生醫,164000,1.16,0.18
2891,中國信託金融控股,240000,1.06,0.16
8996,高力熱處理工業,13000,1.03,0.16
2408,南亞科技,30000,1.03,0.16
2345,智邦科技,8000,1.01,0.17
2481,強茂,96000,0.95,0.15
8046,南電,14000,0.93,0.15
6488,環球晶,15000,0.93,0.14
3081,聯亞,5000,0.93,0.15
2449,京元電子,50000,0.87,0.13
2382,廣達電腦,40000,0.85,0.13
2059,川湖科技,1000,0.81,0.14
3491,昇達科,7000,0.68,0.11
2303,聯電,70000,0.62,0.1
3711,日月光投資控股,13000,0.52,0.08
6515,穎崴科技,1000,0.5,0.08
2344,華邦電子,40000,0.49,0.07
2882,國泰金,45000,0.33,0.05
3661,世芯-KY,1000,0.26,0.04
3665,貿聯-KY,1000,0.13,0.02
1216,統一企業,20000,0.1,0.02
