code,name,shares,weight,market_value_100m
2330,台積電,12000000,17.19,285.0
2383,台光電,1690000,5.53,91.77
3037,欣興,8460000,5.49,90.94
3017,奇鋐科技,3000000,5.17,85.65
2454,聯發科技,2110000,4.79,79.44
2303,聯電,60000000,4.47,74.1
6223,旺矽科技,1100000,3.69,61.22
3653,健策,1080000,3.36,55.67
2327,國巨*,9785000,3.25,53.92
2308,台達電,3040000,3.18,52.74
2345,智邦科技,2307000,2.88,47.75
3711,日月光投資控股,8000000,2.86,47.36
6669,緯穎科技服務,610000,2.32,38.43
3189,景碩科技,4250000,2.04,33.74
3008,大立光,626000,2.03,33.71
3443,創意,610000,1.97,32.73
8046,南電,2640000,1.81,29.96
6488,環球晶,2800000,1.71,28.28
5274,信驊科技,179500,1.64,27.13
2344,華邦電子,15000000,1.6,26.55
6274,台燿,1800000,1.58,26.19
3665,貿聯-KY,1200000,1.48,24.6
2360,致茂電子,1000000,1.25,20.7
8996,高力熱處理工業,1600000,1.1,18.32
1303,南亞,9000000,0.98,16.2
6239,力成科技,5360000,0.87,14.45
6805,富世達,700000,0.72,11.97
3450,聯鈞,1800000,0.55,9.13
3533,嘉澤端子工業,525000,0.51,8.45
7769,鴻勁精密,130000,0.49,8.13
2317,鴻海精密工業,3200000,0.47,7.79
3211,順達,2000000,0.39,6.52
2337,旺宏,4500000,0.34,5.58
3583,辛耘,800000,0.33,5.5
2059,川湖科技,35000,0.3,5.04
6442,光紅建聖,225000,0.2,3.29
8358,金居,800000,0.2,3.34
4966,譜瑞-KY,500000,0.17,2.79
1560,中砂,393000,0.16,2.67
2404,漢唐,250000,0.16,2.66
4958,臻鼎-KY,500000,0.13,2.18
1717,長興,2500000,0.11,1.78
3264,欣銓科技,700000,0.09,1.44
6285,啟碁科技,350000,0.05,0.81
2455,全新,200000,0.05,0.76
8299,群聯電子,1000,0.0,0.02
6196,帆宣,1000,0.0,0.0
2049,上銀科技,1000,0.0,0.0
5347,世界先進,1000,0.0,0.0
2481,強茂,1000,0.0,0.0
