code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,5.64,0.97
3037,欣興,2600000,5.35,29.38
2383,台光電,445000,4.76,26.17
009150 KS,三星電機,70000,4.16,999.6
MU US,美光科技公司,70000,3.82,0.66
6981 JP,村田製作所有限公司,1350000,3.62,98.97
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),130000,3.53,0.61
285A JP,鎧俠控股公司,180000,3.29,89.91
PANW US,Palo Alto Networks Inc,150000,3.14,0.54
CRDO US,Credo科技集團控股有限公司,225000,3.08,0.53
STX US,希捷科技控股公開有限公司,60000,2.91,0.5
TSEM US,TOWER SEMICONDUCTOR LTD,216825,2.86,0.49
MRVL US,MARVELL TECHNOLOGY INC,205000,2.83,0.49
2330,台積電,650000,2.78,15.28
BE US,布魯姆能源公司,210000,2.53,0.43
SNOW US,Snowflake公司,130000,2.46,0.42
6223,旺矽科技,242000,2.31,12.72
2308,台達電,720000,2.31,12.71
SPCX US,太空探索科技公司,270000,2.2,0.38
WDC US,威騰電子公司,80000,2.15,0.37
2454,聯發科技,300000,2.1,11.54
SNDK US,晟碟公司（德拉瓦州）,21000,1.92,0.33
6871 JP,MICRONICS JAPAN CO LTD,370000,1.88,51.36
PLTR US,帕蘭提爾科技公司,180000,1.84,0.32
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1749879,1.66,1.92
2327,國巨*,1550000,1.62,8.93
COHR US,連貫公司,95000,1.59,0.27
IFX GY,英飛凌科技股份有限公司,425000,1.58,0.23
3017,奇鋐科技,275000,1.55,8.51
MPWR US,芯源系統有限公司,18000,1.36,0.23
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.28,35.07
TER US,泰瑞達公司,55000,1.22,0.21
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,1.08,1.26
3711,日月光投資控股,1000000,1.07,5.88
000660 KS,SK HYNIX INC,15000,1.01,243.6
FORM US,FORMFACTOR INC,150454,1.01,0.17
6787 JP,MEIKO ELECTRONICS CO LTD,160000,1.01,27.57
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,110000,0.9,1.21
NET US,Cloudflare公司,45000,0.76,0.13
TWLO US,Twilio公司,55000,0.71,0.12
5801 JP,古河電氣工業有限公司,500000,0.69,18.85
AIXA GY,愛思強股份有限公司,200000,0.5,0.07
4180 JP,APPIER GROUP INC,950000,0.44,12.1
AEHR US,AEHR TEST SYSTEMS,70000,0.44,0.08
4979,華星光,450000,0.43,2.38
