code,name,shares,weight,market_value_100m
3008,大立光,18000,6.84,1.03
2330,台積電,45000,6.56,1.08
3491,昇達科,72000,5.85,0.91
3017,奇鋐科技,28000,5.33,0.83
6669,緯穎科技服務,13000,5.32,0.84
3653,健策,15000,5.18,0.78
2455,全新,178000,4.6,0.76
2059,川湖科技,5000,4.38,0.71
3081,聯亞,22000,4.32,0.65
3529,力旺電子,27000,3.93,0.59
2383,台光電,11000,3.91,0.62
8996,高力熱處理工業,53000,3.82,0.64
3037,欣興,53000,3.71,0.58
2454,聯發科技,15000,3.57,0.56
3665,貿聯-KY,27000,3.27,0.56
8046,南電,36000,2.56,0.42
2408,南亞科技,80000,2.5,0.41
8358,金居,90000,2.44,0.4
4958,臻鼎-KY,89000,2.43,0.4
5347,世界先進,265000,2.43,0.4
6223,旺矽科技,7000,2.13,0.39
3450,聯鈞,60000,2.08,0.34
4749,新應材,45000,2.05,0.34
6274,台燿,22000,2.03,0.33
3711,日月光投資控股,44000,1.57,0.26
1560,中砂,31000,1.28,0.21
2486,一詮精密,80000,1.27,0.21
2327,國巨*,18000,0.58,0.1
1519,華城電機,9000,0.39,0.06
