code,name,shares,weight,market_value_100m
PLTR US,帕蘭提爾科技公司,135500,3.999,7.27
000660 KS,愛思開海力士公司,17254,3.99,7.26
NVDA US,NVIDIA CORP(輝達公司),101000,3.951,7.19
LITE US,魯門特姆控股公司,22500,3.815,6.94
HOOD US,羅賓漢市場公司,187000,3.802,6.92
BE US,布魯姆能源公司,79000,3.795,6.9
MU US,美光科技公司,19800,3.432,6.24
3017,奇鋐科技,173000,3.125,5.68
009150 KS,三星電機,17500,3.092,5.62
285A JP,鎧俠控股公司,47600,3.079,5.6
SNDK US,晟碟公司（德拉瓦州）,10000,3.012,5.48
MSFT US,微軟,35000,2.996,5.45
2383,台光電,73000,2.143,3.9
SPCX US,太空探索科技公司,79000,2.101,3.82
BMNR US,BitMine Immersion技術公司,468640,2.012,3.66
WPM US,惠頓貴金屬公司,73000,1.962,3.57
3026,禾伸堂,475000,1.951,3.55
DELL US,戴爾科技公司,21000,1.943,3.53
8473 JP,SBI控股公司,505000,1.905,3.47
TSM US,台積電,25000,1.902,3.46
SNOW US,Snowflake公司,32500,1.89,3.44
5274,信驊科技,17000,1.797,3.27
NOW US,ServiceNow公司,76000,1.768,3.21
2454,聯發科技,67000,1.735,3.16
CRWD US,Crowdstrike控股公司,47000,1.711,3.11
CRM US,賽富時公司,39000,1.684,3.06
034020 KS,斗山重工業,143000,1.65,3.0
4062 JP,揖斐電有限公司,70000,1.641,2.98
CRCL US,Circle網路集團公司,97000,1.617,2.94
AMZN US,亞馬遜公司,36000,1.603,2.92
GOOGL US,ALPHABET INC-CL A(Alphabet公司),26000,1.524,2.77
ALAB US,Astera實驗室公司,30000,1.502,2.73
3189,景碩科技,337000,1.482,2.7
8046,南電,263000,1.482,2.7
PANW US,Palo Alto Networks Inc,25300,1.477,2.69
COIN US,比特幣基地全球公司,45000,1.395,2.54
TEM US,Tempus AI公司,120000,1.337,2.43
EQT US,EQT公司,130000,1.242,2.26
3653,健策,37000,1.129,2.05
GDX US,VanEck黃金礦業交易所交易基金,66000,1.126,2.05
MRVL US,MARVELL TECHNOLOGY INC,28000,1.094,1.99
PSX US,菲利普66,22000,0.988,1.8
STX US,希捷科技控股公開有限公司,6000,0.94,1.71
6510,精測,47000,0.936,1.7
LLY US,禮來公司,3900,0.76,1.38
600183 CH,廣東生益科技股份有限公司,200000,0.755,1.37
TSLA US,特斯拉公司,11000,0.702,1.28
2360,致茂電子,52000,0.648,1.18
MRK US,默克藥廠,25000,0.643,1.17
NET US,Cloudflare公司,3100,0.153,0.28
