code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,6.84,1.14
3037,欣興,2600000,4.7,24.8
009150 KS,三星電機,70000,4.33,975.8
2383,台光電,420000,4.25,22.43
BE US,布魯姆能源公司,250000,4.14,0.69
6981 JP,村田製作所有限公司,1350000,3.68,94.81
SPCX US,太空探索科技公司,400000,3.67,0.61
MU US,美光科技公司,60000,3.58,0.6
STX US,希捷科技控股公開有限公司,60000,3.24,0.54
PANW US,Palo Alto Networks Inc,150000,3.02,0.51
TSEM US,TOWER SEMICONDUCTOR LTD,216825,2.85,0.48
CRCL US,Circle網路集團公司,480000,2.76,0.46
3017,奇鋐科技,440000,2.74,14.45
MSFT US,微軟,92000,2.71,0.45
SNOW US,Snowflake公司,130000,2.61,0.44
2308,台達電,720000,2.46,13.0
285A JP,鎧俠控股公司,110000,2.45,63.15
NVDA US,NVIDIA CORP(輝達公司),175000,2.36,0.4
PLTR US,帕蘭提爾科技公司,225000,2.29,0.38
2454,聯發科技,250000,2.23,11.78
2330,台積電,450000,2.11,11.12
HOOD US,羅賓漢市場公司,300120,2.1,0.35
000660 KS,愛思開海力士公司,25000,2.01,453.5
NOW US,ServiceNow公司,230000,1.84,0.31
4979,華星光,1510000,1.73,9.14
IFX GY,英飛凌科技股份有限公司,425000,1.72,0.25
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),50000,1.51,0.25
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,170000,1.5,1.97
6515,穎崴科技,100000,1.46,7.7
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,249997,1.43,1.61
992 HK,LENOVO GROUP LTD,6000000,1.39,1.82
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.3,33.51
TER US,泰瑞達公司,55000,1.22,0.2
NET US,Cloudflare公司,70000,1.19,0.2
SNDK US,晟碟公司（德拉瓦州）,10000,1.04,0.17
INTC US,英特爾,150000,0.94,0.16
2303,聯電,3500000,0.91,4.79
TWLO US,Twilio公司,55000,0.74,0.12
AEM US,AGNICO EAGLE MINES LTD,60000,0.72,0.12
5801 JP,古河電氣工業有限公司,500000,0.71,18.33
4180 JP,APPIER GROUP INC,950000,0.54,13.99
AIXA GY,愛思強股份有限公司,200000,0.53,0.08
NTRA US,那提拉公司,25000,0.48,0.08
6274,台燿,130000,0.33,1.75
