code,name,shares,weight,market_value_100m
2330,台積電,12000000,17.14,288.0
2383,台光電,1690000,5.63,94.56
3037,欣興,8460000,5.51,92.64
3017,奇鋐科技,3100000,5.44,91.45
2454,聯發科技,2110000,4.69,78.81
2303,聯電,60000000,4.46,75.0
6223,旺矽科技,1100000,3.67,61.6
3653,健策,1080000,3.34,56.21
2327,國巨*,9785000,3.17,53.23
2308,台達電,3040000,3.09,51.98
3711,日月光投資控股,8000000,2.81,47.28
2345,智邦科技,2307000,2.79,46.83
6669,緯穎科技服務,630000,2.41,40.57
3008,大立光,626000,2.13,35.81
3189,景碩科技,4250000,2.11,35.49
3443,創意,610000,2.02,33.98
8046,南電,2640000,1.82,30.62
5274,信驊科技,179500,1.64,27.64
6488,環球晶,2800000,1.63,27.44
2344,華邦電子,15000000,1.6,26.85
6274,台燿,1800000,1.59,26.73
3665,貿聯-KY,1200000,1.48,24.9
8996,高力熱處理工業,1720000,1.24,20.9
2360,致茂電子,1000000,1.17,19.65
1303,南亞,10000000,1.12,18.85
6239,力成科技,5360000,0.87,14.66
6805,富世達,780000,0.86,14.39
7769,鴻勁精密,130000,0.48,8.07
2317,鴻海精密工業,3200000,0.46,7.78
3211,順達,2000000,0.39,6.62
2337,旺宏,4500000,0.33,5.49
3583,辛耘,800000,0.33,5.54
2059,川湖科技,35000,0.3,5.0
3533,嘉澤端子工業,300000,0.29,4.82
6442,光紅建聖,225000,0.21,3.61
8358,金居,800000,0.2,3.43
1560,中砂,393000,0.16,2.66
2404,漢唐,250000,0.16,2.67
4958,臻鼎-KY,500000,0.13,2.22
3450,聯鈞,400000,0.13,2.13
1717,長興,2500000,0.11,1.79
3264,欣銓科技,700000,0.09,1.49
4966,譜瑞-KY,220000,0.07,1.22
6285,啟碁科技,350000,0.05,0.82
2455,全新,200000,0.05,0.84
8299,群聯電子,1000,0.0,0.02
6196,帆宣,1000,0.0,0.0
2049,上銀科技,1000,0.0,0.0
5347,世界先進,1000,0.0,0.0
2481,強茂,1000,0.0,0.0
