code,name,shares,weight,market_value_100m
2330,台積電,308000,22.3282,7.39
2454,聯發科技,51500,5.8102,1.92
3711,日月光投資控股,196000,3.4989,1.16
2383,台光電,18000,3.042,1.01
2303,聯電,722000,2.7261,0.9
5274,信驊科技,4840,2.2514,0.75
2382,廣達電腦,223000,2.2127,0.73
2379,瑞昱,98000,2.1609,0.72
3034,聯詠,128000,2.1458,0.71
2885,元大金,1073960,2.0242,0.67
2308,台達電,36000,1.8595,0.62
2441,超豐,527000,1.8306,0.61
6139,亞翔,78000,1.8095,0.6
2845,遠東國際商業銀行股份有限公司,4366000,1.7804,0.59
3702,大聯大,532000,1.7676,0.59
2059,川湖科技,4000,1.726,0.57
6196,帆宣,119000,1.7146,0.57
2458,義隆,407000,1.6904,0.56
2301,光寶科技,184000,1.6451,0.54
5434,崇越,104000,1.6367,0.54
4763,濟南大自然新材料股份有限公司,1175000,1.5954,0.53
3135,凌航科技股份有限公司,288000,1.5659,0.52
2395,研華,76000,1.5381,0.51
3260,威剛科技,108000,1.3652,0.45
3264,欣銓科技,188000,1.2096,0.4
2637,慧洋-KY,410000,1.1827,0.39
2428,興勤電子工業,156000,1.1757,0.39
6223,旺矽科技,6500,1.0995,0.36
2439,美律,426000,1.059,0.35
2890,永豐金融,828500,0.9835,0.33
3017,奇鋐科技,11000,0.9802,0.32
8081,致新,114000,0.8712,0.29
3037,欣興,23000,0.7607,0.25
2345,智邦科技,12000,0.7358,0.24
2347,聯強,272000,0.7123,0.24
2317,鴻海精密工業,95000,0.6973,0.23
2360,致茂電子,11000,0.6529,0.22
1303,南亞,112000,0.6377,0.21
2887,台新新光金,562150,0.6308,0.21
5904,寶雅國際,232000,0.5249,0.17
6491,晶碩,46000,0.5176,0.17
3443,創意,3000,0.5047,0.17
3293,鈊象電子,23000,0.494,0.16
2351,順德,81000,0.4881,0.16
4904,遠傳電信,156000,0.483,0.16
2027,大成鋼,307000,0.4692,0.16
8271,宇瞻科技,37000,0.2571,0.09
6691,洋基工程股份有限公司,12600,0.2344,0.08
6257,矽格,37000,0.2218,0.07
8016,矽創,23000,0.2032,0.07
6446,藥華醫藥,2000,0.09,0.03
5871,中租-KY,10800,0.0375,0.01
2880,華南金控,21340,0.0257,0.01
