code,name,shares,weight,market_value_100m
2059,川湖科技,260000,8.7669,37.47
2330,台積電,1306000,7.3985,31.02
3017,奇鋐科技,1001000,6.9702,28.58
3037,欣興,2482000,6.4152,26.68
2383,台光電,465000,6.1411,25.25
3665,貿聯-KY,1161000,5.6864,23.8
2345,智邦科技,1074000,5.1462,22.23
8996,高力熱處理工業,1630000,4.6747,18.66
3008,大立光,343000,4.6311,18.47
6223,旺矽科技,268000,3.5425,14.91
6584,南俊國際,2231000,3.1281,13.25
3231,緯創資通,7245000,3.0526,12.93
1815,富喬工業,10877000,2.7985,11.86
2455,全新,2753000,2.726,11.55
8021,尖點,2682000,2.5576,10.84
2308,台達電,632000,2.5509,10.97
1303,南亞,5445000,2.4227,9.8
2454,聯發科技,266000,2.3451,10.01
3443,創意,164000,2.1562,8.8
3661,世芯-KY,215000,1.9614,8.31
3189,景碩科技,844013,1.6635,7.05
6669,緯穎科技服務,77000,1.1704,4.85
4958,臻鼎-KY,1000000,1.048,4.36
3711,日月光投資控股,716000,0.9988,4.24
8046,南電,300000,0.8214,3.4
6213,聯茂,373000,0.4666,1.98
2301,光寶科技,659000,0.4604,1.89
6139,亞翔,250000,0.4532,1.92
3081,聯亞,63000,0.4401,1.74
2357,華碩,196000,0.4279,1.81
2376,技嘉,508000,0.4166,1.77
3653,健策,33000,0.4054,1.7
8150,南茂科技,1957000,0.4041,1.71
6187,萬潤,134000,0.4017,1.61
5274,信驊科技,11000,0.3998,1.66
6274,台燿,113000,0.396,1.64
2404,漢唐,155000,0.3914,1.66
3026,禾伸堂,261000,0.3868,1.64
2360,致茂電子,76000,0.3525,1.57
5289,宜鼎國際,98000,0.3492,1.54
5347,世界先進,629000,0.2234,0.95
