code,name,shares,weight,market_value_100m
2330,台積電,663000,8.01,15.78
2059,川湖科技,91000,5.65,10.83
2454,聯發科技,279000,5.65,11.05
2383,台光電,152000,4.24,8.04
2308,台達電,404000,3.68,7.33
3081,聯亞,237600,2.97,5.89
3037,欣興,563000,2.82,5.58
2408,南亞科技,1039000,2.56,5.22
6223,旺矽科技,76000,2.42,4.73
7769,鴻勁精密,73000,2.34,4.64
1303,南亞,2416000,2.31,4.47
8299,群聯電子,218000,2.3,4.45
2317,鴻海精密工業,1569000,2.08,4.13
6515,穎崴科技,55000,1.92,3.76
2368,金像電,393000,1.91,3.64
3017,奇鋐科技,134000,1.86,3.71
2345,智邦科技,147000,1.58,3.18
2382,廣達電腦,987000,1.57,3.11
2360,致茂電子,148000,1.55,3.0
6669,緯穎科技服務,52000,1.55,3.13
5274,信驊科技,18300,1.52,3.03
6274,台燿,187000,1.51,2.73
3443,創意,59000,1.47,2.67
3653,健策,69000,1.41,2.8
5904,寶雅國際,3124500,1.37,2.72
3711,日月光投資控股,400000,1.27,2.52
3036,文曄,1147000,1.27,2.52
2891,中國信託金融控股,3711000,1.25,2.48
2376,技嘉,694000,1.23,2.43
8046,南電,203000,1.18,2.29
6213,聯茂,482000,1.1,2.18
2327,國巨*,345000,1.07,1.98
2344,華邦電子,1153000,1.03,2.07
3293,鈊象電子,252000,1.02,2.0
3231,緯創資通,1041000,1.0,1.99
8996,高力熱處理工業,181000,0.97,1.95
3529,力旺電子,65000,0.87,1.84
4958,臻鼎-KY,335000,0.83,1.58
2884,玉山金融控股,4362622,0.81,1.61
3008,大立光,36000,0.79,1.57
3189,景碩科技,185000,0.79,1.56
3044,健鼎科技,345000,0.77,1.52
3264,欣銓科技,650000,0.72,1.45
8210,勤誠興業,139000,0.71,1.49
6831,邁科科技,182000,0.57,1.12
6805,富世達,54000,0.49,0.95
3026,禾伸堂,134000,0.44,0.87
3665,貿聯-KY,32336,0.36,0.71
6442,光紅建聖,38000,0.28,0.55
3533,嘉澤端子工業,13000,0.13,0.25
