code,name,shares,weight,market_value_100m
ABN NA,荷蘭銀行公眾有限公司,153500,5.904,2.28
NWG LN,國民西敏集團公開有限公司,620000,4.971,1.92
TPEIR GA,Piraeus Bank SA,500000,4.813,1.86
LLOY LN,勞埃德銀行集團,3700000,4.778,1.84
BARC LN,巴克萊集團,800000,4.668,1.8
STAN LN,渣打集團有限公司,140000,3.523,1.36
GLE FP,法國興業銀行股份有限公司,43000,3.485,1.35
BAC US,美國銀行,65000,3.464,1.34
BMPS IM,義大利西恩那銀行股份公司,300000,3.451,1.33
BAMI IM,BPM銀行股份公司,200000,3.301,1.27
UNI IM,Unipol保險股份公司,110000,3.032,1.17
UCG IM,裕信銀行,35000,2.857,1.1
JPM US,摩根大通銀行,9000,2.703,1.04
DBK GY,德意志銀行,83000,2.661,1.03
UBS US,瑞銀集團公司,58000,2.612,1.01
BNP FP,法國巴黎銀行有限責任公司,23000,2.503,0.97
ADM LN,Admiral集團公開有限公司,58000,2.481,0.96
7167 JP,Mebuki金融集團公司,300000,2.449,0.95
SDLF LN,標準人壽公開有限公司,220000,2.311,0.89
AMUN FP,東方匯理資產管理有限責任公司,25000,2.299,0.89
BNY US,紐約梅隆銀行,17000,2.262,0.87
PFG US,信安金融保險集團,20000,1.9,0.73
HSBA LN,匯豐控股有限公司,110000,1.891,0.73
ETE GA,希臘國家銀行,120000,1.878,0.73
USB US,美國合眾銀行,35000,1.875,0.72
V US,威士卡,6200,1.87,0.72
INGA NA,荷蘭國際集團,60000,1.775,0.69
8331 JP,千葉銀行有限公司,125000,1.76,0.68
LGEN LN,法通保險集團公開有限公司,500000,1.753,0.68
AV/ LN,英傑華保險,185000,1.473,0.57
8377 JP,北北金融集團公司,35000,1.434,0.55
8309 JP,三井住友信託集團公司,162000,1.432,0.55
RELY US,Remitly全球公司,72000,1.391,0.54
MRX US,馬雷克斯集團有限公司,25000,1.263,0.49
8308 JP,Resona控股公司,100000,1.197,0.46
CHYM US,Chime Financial Inc,42000,1.081,0.42
AJG US,Arthur J Gallagher & Co,5000,1.053,0.41
7182 JP,日本郵政銀行有限公司,60000,0.975,0.38
8411 JP,瑞穗金融集團,21500,0.933,0.36
7180 JP,九州金融集團公司,100000,0.776,0.3
