code,name,shares,weight,market_value_100m
BE US,布魯姆能源公司,47392,7.21,0.12
SPCX US,太空探索科技公司,76874,6.47,0.11
NVDA US,NVIDIA CORP(輝達公司),50262,6.25,0.11
LITE US,魯門特姆控股公司,11924,5.86,0.1
PLTR US,帕蘭提爾科技公司,51297,5.19,0.09
CRWD US,Crowdstrike控股公司,27377,3.89,0.07
3443,創意,33000,3.66,1.99
AMZN US,亞馬遜公司,25085,3.65,0.06
8996,高力熱處理工業,162000,3.63,1.98
NBIS US,尼比厄斯集團公眾有限公司,29091,3.54,0.06
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),11664,3.45,0.06
3017,奇鋐科技,59000,3.38,1.84
GOOGL US,ALPHABET INC-CL A(Alphabet公司),15480,3.13,0.05
TSLA US,特斯拉公司,14518,3.03,0.05
NET US,Cloudflare公司,14742,2.83,0.05
6669,緯穎科技服務,64518,2.75,1.49
SNOW US,Snowflake公司,14081,2.67,0.05
SMTC US,SEMTECH CORP,29876,2.64,0.05
ANET US,Arista網路公司,23297,2.63,0.04
SITM US,SITIME CORP,7614,2.46,0.04
581A JP,GO INC,179700,2.33,6.16
4979,華星光,239000,2.24,1.22
MU US,美光科技公司,4104,2.23,0.04
NTSK US,NETSKOPE INC-CL A,210458,2.16,0.04
4062 JP,揖斐電有限公司,24700,1.79,4.72
CRWV US,CoreWeave Inc,33733,1.6,0.03
DELL US,戴爾科技公司,4971,1.58,0.03
MSFT US,微軟,4732,1.38,0.02
285A JP,鎧俠控股公司,6400,1.25,3.31
STX US,希捷科技控股公開有限公司,1647,0.75,0.01
UBER US,Uber Technologies Inc,13711,0.57,0.01
IONQ US,IONQ INC,25002,0.54,0.01
RKLB US,ROCKET LAB USA INC,14239,0.53,0.01
3037,欣興,14000,0.24,0.13
