code,name,shares,weight,market_value_100m
PLTR US,帕蘭提爾科技公司,135500,4.393,7.45
000660 KS,愛思開海力士公司,17254,4.03,6.84
HOOD US,羅賓漢市場公司,187000,3.881,6.58
BE US,布魯姆能源公司,79000,3.85,6.53
LITE US,魯門特姆控股公司,24000,3.783,6.42
8046,南電,551000,3.525,5.98
MU US,美光科技公司,19800,3.451,5.85
MSFT US,微軟,35000,3.269,5.55
NVDA US,NVIDIA CORP(輝達公司),80000,3.189,5.41
3017,奇鋐科技,173000,3.177,5.39
SNDK US,晟碟公司（德拉瓦州）,10000,2.877,4.88
SPCX US,太空探索科技公司,94000,2.534,4.3
CRWD US,Crowdstrike控股公司,55000,2.506,4.25
3026,禾伸堂,535000,2.29,3.88
2383,台光電,73000,2.201,3.73
2454,聯發科技,84000,2.194,3.72
5274,信驊科技,21000,2.169,3.68
DELL US,戴爾科技公司,21000,2.145,3.64
BMNR US,BitMine Immersion技術公司,468640,2.078,3.52
3653,健策,64000,2.004,3.4
SNOW US,Snowflake公司,32500,1.972,3.35
TSM US,台積電,25000,1.944,3.3
285A JP,鎧俠控股公司,30600,1.921,3.26
009150 KS,三星電機,10300,1.875,3.18
6510,精測,93000,1.785,3.03
PANW US,Palo Alto Networks Inc,25300,1.783,3.02
034020 KS,斗山重工業,143000,1.704,2.89
PSX US,菲利普66,34000,1.693,2.87
AMZN US,亞馬遜公司,36000,1.68,2.85
600183 CH,廣東生益科技股份有限公司,386000,1.623,2.75
3189,景碩科技,337000,1.58,2.68
CRCL US,Circle網路集團公司,97000,1.573,2.67
COIN US,比特幣基地全球公司,45000,1.455,2.47
2360,致茂電子,117000,1.435,2.43
WPM US,惠頓貴金屬公司,50000,1.409,2.39
8473 JP,SBI控股公司,305000,1.214,2.06
MRVL US,MARVELL TECHNOLOGY INC,28000,1.166,1.98
4062 JP,揖斐電有限公司,50000,1.159,1.97
301377 CH,廣東鼎泰高科技術股份有限公司,90000,1.014,1.72
GOOGL US,ALPHABET INC-CL A(Alphabet公司),15000,0.972,1.65
COHR US,連貫公司,18300,0.932,1.58
STX US,希捷科技控股公開有限公司,6000,0.87,1.48
INTC US,英特爾,45000,0.821,1.39
NET US,Cloudflare公司,13100,0.805,1.37
AXTI US,AXT公司,74000,0.802,1.36
TSLA US,特斯拉公司,11000,0.737,1.25
NOW US,ServiceNow公司,26000,0.693,1.18
AEHR US,愛赫測試系統,28000,0.429,0.73
6098 JP,瑞可利控股有限公司,20000,0.409,0.69
MRK US,默克藥廠,5000,0.135,0.23
