code,name,shares,weight,market_value_100m
2330,台積電,663000,7.62,15.88
2059,川湖科技,91000,6.0,11.38
2454,聯發科技,254000,4.93,10.69
2383,台光電,136000,4.14,8.38
2308,台達電,404000,3.65,7.62
3081,聯亞,228600,3.06,6.38
3037,欣興,563000,3.02,5.74
2408,南亞科技,1096000,2.75,5.61
7769,鴻勁精密,73000,2.36,4.93
2317,鴻海精密工業,1921000,2.35,4.9
1303,南亞,2416000,2.32,5.01
3017,奇鋐科技,134000,2.02,4.33
6223,旺矽科技,72000,2.0,4.64
8299,群聯電子,197000,1.97,4.1
2345,智邦科技,174000,1.91,4.0
2368,金像電,393000,1.9,3.99
3653,健策,69000,1.77,3.68
6515,穎崴科技,55000,1.74,3.71
2344,華邦電子,1942000,1.69,3.56
2360,致茂電子,148000,1.67,3.4
3443,創意,59000,1.65,3.22
6669,緯穎科技服務,52000,1.65,3.35
2382,廣達電腦,987000,1.58,3.29
3711,日月光投資控股,526000,1.55,3.24
2327,國巨*,514000,1.5,3.2
5274,信驊科技,18300,1.49,3.24
6274,台燿,187000,1.43,3.13
2891,中國信託金融控股,4525000,1.42,2.97
8046,南電,203000,1.26,2.65
2376,技嘉,694000,1.19,2.76
2884,玉山金融控股,6340622,1.15,2.39
5904,寶雅國際,3124500,1.15,2.47
3036,文曄,1147000,1.12,2.34
6213,聯茂,482000,1.11,2.32
4958,臻鼎-KY,461000,1.11,2.26
8996,高力熱處理工業,181000,1.05,2.32
8210,勤誠興業,193000,0.93,1.93
3231,緯創資通,1041000,0.93,1.95
3293,鈊象電子,252000,0.88,1.89
3044,健鼎科技,345000,0.8,1.67
3189,景碩科技,185000,0.8,1.67
3264,欣銓科技,650000,0.68,1.42
3008,大立光,26000,0.63,1.32
6831,邁科科技,182000,0.6,1.25
6805,富世達,54000,0.5,0.97
3529,力旺電子,44000,0.5,1.17
3026,禾伸堂,134000,0.44,0.92
3665,貿聯-KY,32336,0.33,0.71
6442,光紅建聖,38000,0.3,0.62
3533,嘉澤端子工業,35000,0.29,0.6
