code,name,shares,weight,market_value_100m
2330,台積電,5000000,12.994,120.0
2383,台光電,1430000,9.833,90.81
2408,南亞科技,14000000,7.944,73.36
2059,川湖科技,500000,7.444,68.75
3037,欣興,5000000,6.064,56.0
2327,國巨*,7700000,5.069,46.82
2454,聯發科技,1150000,5.043,46.58
6223,旺矽科技,720000,4.522,41.76
2345,智邦科技,1800000,4.463,41.22
6669,緯穎科技服務,600000,4.301,39.72
8046,南電,3000000,4.207,38.85
3017,奇鋐科技,1200000,4.093,37.8
6274,台燿,2300000,3.985,36.8
3189,景碩科技,3600000,3.528,32.58
7769,鴻勁精密,400000,2.924,27.0
8299,群聯電子,1000000,2.258,20.85
5274,信驊科技,120500,2.221,20.51
3026,禾伸堂,2700000,2.014,18.6
3711,日月光投資控股,2900000,1.931,17.84
3081,聯亞,580000,1.752,16.18
3653,健策,230000,1.33,12.28
3008,大立光,1000,0.005,0.05
2382,廣達電腦,9000,0.003,0.03
2360,致茂電子,1000,0.003,0.02
2317,鴻海精密工業,9000,0.002,0.02
3665,貿聯-KY,1000,0.002,0.02
2603,長榮海運,9000,0.002,0.02
2308,台達電,1000,0.002,0.02
3231,緯創資通,9000,0.002,0.02
5347,世界先進,9000,0.002,0.01
2404,漢唐,1000,0.001,0.01
2881,富邦金融控股,9000,0.001,0.01
2357,華碩,1000,0.001,0.01
2882,國泰金,9000,0.001,0.01
2379,瑞昱,1000,0.001,0.01
2885,元大金,9000,0.001,0.01
2891,中國信託金融控股,9000,0.001,0.01
3044,健鼎科技,1000,0.001,0.0
2886,兆豐金,9000,0.0,0.0
2887,台新新光金,9000,0.0,0.0
2890,永豐金融,9000,0.0,0.0
2883,凱基金控,9000,0.0,0.0
2884,玉山金融控股,9000,0.0,0.0
2880,華南金控,9090,0.0,0.0
2449,京元電子,1450,0.0,0.0
3036,文曄,1000,0.0,0.0
2912,統一超,1000,0.0,0.0
2313,華通,1253,0.0,0.0
2412,中華電信,1000,0.0,0.0
1216,統一企業,1000,0.0,0.0
