code,name,shares,weight,market_value_100m
2330,台積電,188000,9.62,4.36
2383,台光電,77000,7.49,3.38
2454,聯發科技,74000,5.47,2.47
2345,智邦科技,110000,5.09,2.3
6669,緯穎科技服務,43000,4.46,2.01
6223,旺矽科技,36000,4.35,1.96
2327,國巨*,303000,4.23,1.91
8046,南電,170000,4.16,1.88
3037,欣興,232000,3.85,1.74
3017,奇鋐科技,80000,3.78,1.71
2308,台達電,98000,3.7,1.67
3665,貿聯-KY,71000,2.86,1.29
2368,金像電,135000,2.77,1.25
3711,日月光投資控股,207000,2.74,1.24
5274,信驊科技,8800,2.52,1.14
7769,鴻勁精密,16000,2.13,0.96
3653,健策,30000,2.12,0.96
2303,聯電,700000,2.01,0.91
6515,穎崴科技,13000,1.74,0.79
6274,台燿,68000,1.69,0.77
4958,臻鼎-KY,107000,1.13,0.51
2360,致茂電子,26000,1.06,0.48
2472,立隆電子工業,162000,0.95,0.43
8210,勤誠興業,38000,0.91,0.41
2344,華邦電子,260000,0.87,0.39
3023,信邦,113000,0.75,0.34
2885,元大金,493000,0.69,0.31
8996,高力熱處理工業,32000,0.69,0.31
3044,健鼎科技,78000,0.67,0.3
2455,全新,101000,0.62,0.28
5289,宜鼎國際,22000,0.59,0.27
7750,新  代,12000,0.52,0.23
6187,萬潤,24000,0.5,0.22
6531,愛普科技,27000,0.47,0.21
3189,景碩科技,31000,0.47,0.21
3264,欣銓科技,107000,0.47,0.21
2449,京元電子,77000,0.46,0.21
6438,迅得機械,140000,0.45,0.2
6147,頎邦,120000,0.44,0.2
8150,南茂科技,180000,0.41,0.19
3443,創意,5000,0.41,0.19
2313,華通,90000,0.4,0.18
5439,高技,65180,0.36,0.16
6213,聯茂,50000,0.36,0.16
2467,志聖,27000,0.31,0.14
5536,聖暉*,12000,0.3,0.14
6139,亞翔,17000,0.29,0.13
6510,精測,5000,0.28,0.13
6805,富世達,9000,0.26,0.12
3211,順達,30000,0.24,0.11
3167,大量,15000,0.24,0.11
3105,穩懋,30000,0.21,0.09
8358,金居,20000,0.16,0.07
2404,漢唐,5000,0.13,0.06
3026,禾伸堂,8000,0.11,0.05
