code,name,shares,weight,market_value_100m
BMPS IM,義大利西恩那銀行股份公司,400000,4.619,1.65
UNI IM,Unipol保險股份公司,170000,4.576,1.64
HSBA LN,匯豐控股有限公司,220000,3.99,1.43
ABN NA,荷蘭銀行公眾有限公司,100000,3.861,1.38
TPEIR GA,Piraeus Bank SA,400000,3.697,1.32
BAC US,美國銀行,65000,3.597,1.29
STAN LN,渣打集團有限公司,140000,3.578,1.28
GLE FP,法國興業銀行股份有限公司,43000,3.314,1.19
BNP FP,法國巴黎銀行有限責任公司,31000,3.267,1.17
AMUN FP,東方匯理資產管理有限責任公司,35000,3.231,1.16
BARC LN,巴克萊集團,500000,3.14,1.12
UCG IM,裕信銀行,35000,2.916,1.04
JPM US,摩根大通銀行,9000,2.773,0.99
CBK GY,德國商業銀行,68000,2.59,0.93
SDLF LN,標準人壽公開有限公司,220000,2.416,0.86
BNY US,紐約梅隆銀行,17000,2.413,0.86
7167 JP,Mebuki金融集團公司,300000,2.383,0.85
ISP IM,聯合聖保羅銀行,330000,2.143,0.77
7182 JP,日本郵政銀行有限公司,120000,2.098,0.75
UBS US,瑞銀集團公司,43000,2.048,0.73
V US,威士卡,6200,2.008,0.72
USB US,美國合眾銀行,35000,1.996,0.71
IBKR US,盈透證券集團公司,24000,1.962,0.7
8309 JP,三井住友信託集團公司,54000,1.939,0.69
GS US,高盛集團,2000,1.924,0.69
MRX US,馬雷克斯集團有限公司,35000,1.902,0.68
LGEN LN,法通保險集團公開有限公司,500000,1.812,0.65
ETE GA,希臘國家銀行,120000,1.808,0.65
8331 JP,千葉銀行有限公司,125000,1.764,0.63
BAMI IM,BPM銀行股份公司,110000,1.752,0.63
MS US,摩根士丹利,9000,1.752,0.63
LLOY LN,勞埃德銀行集團,1220000,1.653,0.59
NWG LN,國民西敏集團公開有限公司,200000,1.627,0.58
PFG US,信安金融保險集團,15000,1.544,0.55
AJG US,Arthur J Gallagher & Co,6400,1.468,0.53
8377 JP,北北金融集團公司,35000,1.357,0.49
8308 JP,Resona控股公司,100000,1.238,0.44
C US,花旗集團公司,10000,1.168,0.42
BPE IM,BPER銀行有限公司,80000,1.133,0.41
8411 JP,瑞穗金融集團,21500,0.949,0.34
MFG US,瑞穗金融集團,100000,0.891,0.32
7180 JP,九州金融集團公司,100000,0.825,0.3
HOOD US,羅賓漢市場公司,9000,0.813,0.29
