code,name,shares,weight,market_value_100m
2330,台積電,475000,11.99,11.02
2454,聯發科技,164000,5.97,5.48
2383,台光電,110000,5.27,4.83
6223,旺矽科技,83000,4.93,4.53
2345,智邦科技,211000,4.81,4.41
3017,奇鋐科技,184000,4.28,3.93
3037,欣興,502000,4.1,3.77
2327,國巨*,592000,4.06,3.73
6669,緯穎科技服務,66000,3.37,3.09
3711,日月光投資控股,490000,3.19,2.93
2303,聯電,2223000,3.15,2.89
2308,台達電,165000,3.07,2.81
2059,川湖科技,36000,3.04,2.79
5536,聖暉*,235000,2.92,2.68
2344,華邦電子,1554000,2.56,2.35
3665,貿聯-KY,128000,2.54,2.33
6274,台燿,205000,2.51,2.31
8046,南電,194000,2.34,2.14
6515,穎崴科技,34000,2.24,2.06
3189,景碩科技,282000,2.09,1.91
5274,信驊科技,14600,2.05,1.89
2368,金像電,187000,1.89,1.73
2408,南亞科技,313000,1.3,1.19
2885,元大金,1447000,0.99,0.91
2883,凱基金控,2906000,0.94,0.86
6446,藥華醫藥,63228,0.81,0.74
2890,永豐金融,1822000,0.79,0.72
5904,寶雅國際,98000,0.65,0.6
2891,中國信託金融控股,864000,0.58,0.53
2347,聯強,610000,0.56,0.51
2881,富邦金融控股,418000,0.56,0.52
6196,帆宣,98000,0.55,0.51
4904,遠傳電信,395000,0.45,0.41
2618,長榮航,990000,0.44,0.41
3702,大聯大,367000,0.43,0.39
4958,臻鼎-KY,80000,0.42,0.38
6213,聯茂,112000,0.39,0.36
5289,宜鼎國際,29000,0.38,0.35
8021,尖點,86000,0.38,0.35
8150,南茂科技,327000,0.37,0.34
3042,台灣晶技,211000,0.36,0.33
6257,矽格,156000,0.36,0.33
3481,群創光電,596000,0.33,0.3
2472,立隆電子工業,111000,0.32,0.29
1590,亞德客-KY,21000,0.31,0.28
3023,信邦,93000,0.31,0.28
3264,欣銓科技,144000,0.31,0.28
1303,南亞,136000,0.28,0.25
2395,研華,48000,0.27,0.25
7769,鴻勁精密,3000,0.2,0.18
