code,name,shares,weight,market_value_100m
2330,台積電,179000,10.15,4.15
4958,臻鼎-KY,611000,7.15,2.92
2454,聯發科技,81000,6.62,2.71
2327,國巨*,407000,6.27,2.56
2383,台光電,51000,5.48,2.24
8046,南電,175000,4.73,1.93
2308,台達電,105000,4.38,1.79
2472,立隆電子工業,601000,3.9,1.6
2344,華邦電子,895000,3.3,1.35
2408,南亞科技,296000,2.76,1.13
6223,旺矽科技,19000,2.53,1.04
6831,邁科科技,177000,2.39,0.98
3443,創意,26000,2.38,0.97
3037,欣興,121000,2.22,0.91
6213,聯茂,277000,2.18,0.89
3042,台灣晶技,486000,1.87,0.76
6531,愛普科技,94000,1.79,0.73
3131,弘塑科技,25000,1.76,0.72
3653,健策,20000,1.57,0.64
3661,世芯-KY,18000,1.48,0.61
3189,景碩科技,84000,1.39,0.57
2345,智邦科技,27000,1.38,0.56
1303,南亞,297000,1.35,0.55
3711,日月光投資控股,90000,1.31,0.54
6239,力成科技,199000,1.3,0.53
6182,合晶,378000,1.25,0.51
8021,尖點,124000,1.24,0.51
6526,達發,91000,1.22,0.5
8210,勤誠興業,45000,1.19,0.49
2360,致茂電子,25000,1.12,0.46
3026,禾伸堂,59000,0.9,0.37
5269,祥碩,22000,0.79,0.32
6510,精測,11000,0.69,0.28
3017,奇鋐科技,11000,0.57,0.23
6770,力積電,339000,0.52,0.21
6415,矽力杰,44000,0.46,0.19
2049,上銀科技,58000,0.43,0.17
4583,台灣精銳,30000,0.41,0.17
2368,金像電,14000,0.32,0.13
2467,志聖,25000,0.32,0.13
2337,旺宏,92000,0.26,0.11
3665,貿聯-KY,3000,0.13,0.05
1802,台玻,90000,0.12,0.05
4749,新應材,5000,0.1,0.04
3533,嘉澤端子工業,2000,0.09,0.04
2881,富邦金融控股,20000,0.06,0.02
2882,國泰金,25000,0.06,0.02
2317,鴻海精密工業,9000,0.05,0.02
2382,廣達電腦,6000,0.05,0.02
2449,京元電子,6000,0.04,0.02
