code,name,shares,weight,market_value_100m
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),205000,5.95,1.02
MU US,美光科技公司,96000,4.77,0.81
009150 KS,三星電機,83000,4.21,1064.06
AMAT US,應用材料,135000,4.19,0.72
BE US,布魯姆能源公司,310000,3.9,0.67
3037,欣興,2400000,3.45,19.06
6981 JP,村田製作所有限公司,1250000,3.44,95.4
285A JP,鎧俠控股公司,180000,3.39,93.8
2330,台積電,750000,3.11,17.18
2327,國巨*,2400000,3.04,16.78
2383,台光電,370000,3.01,16.63
SNDK US,晟碟公司（德拉瓦州）,35000,2.78,0.47
2454,聯發科技,445000,2.71,15.0
IFX GY,英飛凌科技股份有限公司,625000,2.67,0.4
8035 JP,TOKYO ELECTRON LTD,110000,2.58,71.61
6976 JP,TAIYO YUDEN CO LTD,600000,2.39,66.21
3436 JP,SUMCO CORP,1572000,2.22,61.53
3711,日月光投資控股,1800000,2.0,11.05
KLAC US,科磊公司,160000,1.99,0.34
6920 JP,LASERTEC CORP,130000,1.97,54.46
CRDO US,Credo科技集團控股有限公司,160000,1.9,0.32
FTNT US,防特網公司,200000,1.89,0.32
STM US,STMICROELECTRONICS NV-NY SHS,475000,1.73,0.29
NOW US,ServiceNow公司,270000,1.63,0.28
LITE US,魯門特姆控股公司,37000,1.59,0.27
2303,聯電,6000000,1.56,8.64
VECO US,VEECO INSTRUMENTS INC,500000,1.53,0.26
6871 JP,MICRONICS JAPAN CO LTD,300000,1.51,41.91
PANW US,Palo Alto Networks Inc,70000,1.47,0.25
6223,旺矽科技,145000,1.47,8.12
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.45,40.29
TSEM US,TOWER SEMICONDUCTOR LTD,105000,1.44,0.25
MRVL US,MARVELL TECHNOLOGY INC,130000,1.44,0.25
WDC US,威騰電子公司,50000,1.4,0.24
AIXA GY,愛思強股份有限公司,310000,0.82,0.12
000660 KS,SK HYNIX INC,10000,0.72,183.0
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,189988,0.7,0.81
2308,台達電,175000,0.55,3.04
6274,台燿,255000,0.54,2.98
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,599909,0.51,0.59
3017,奇鋐科技,115000,0.46,2.53
4062 JP,揖斐電有限公司,60000,0.34,9.41
6278 JP,UNION TOOL CO,30000,0.19,5.17
