code,name,shares,weight,market_value_100m
2330,台積電,9400000,14.74,231.24
2454,聯發科技,2210000,7.3,114.48
3017,奇鋐科技,2850000,6.16,96.61
2303,聯電,60000000,6.12,96.0
3037,欣興,8460000,6.04,94.75
2383,台光電,1600000,4.96,77.76
3653,健策,1115000,4.14,65.0
6223,旺矽科技,1100000,3.75,58.8
2308,台達電,2900000,3.51,55.1
3443,創意,646000,3.45,54.1
2327,國巨*,8000000,2.91,45.68
6669,緯穎科技服務,1867956,2.52,39.51
2345,智邦科技,2060000,2.52,39.45
3189,景碩科技,4000000,2.32,36.36
8046,南電,2770000,2.06,32.27
1303,南亞,13500000,1.99,31.25
3665,貿聯-KY,1293000,1.85,29.03
6274,台燿,1900000,1.74,27.36
6488,環球晶,2800000,1.73,27.19
8996,高力熱處理工業,1625000,1.71,26.89
5274,信驊科技,120500,1.61,25.19
6805,富世達,840000,1.34,21.0
3008,大立光,280000,1.14,17.93
2360,致茂電子,680000,1.06,16.59
2449,京元電子,4000000,0.81,12.68
2408,南亞科技,2000000,0.63,9.94
2059,川湖科技,75000,0.61,9.5
2317,鴻海精密工業,3200000,0.52,8.1
7769,鴻勁精密,130000,0.51,8.0
3450,聯鈞,1500000,0.5,7.89
3211,順達,2000000,0.49,7.7
3711,日月光投資控股,1000000,0.44,6.93
3583,辛耘,800000,0.36,5.63
6442,光紅建聖,350000,0.34,5.29
2481,強茂,3000000,0.33,5.13
2882,國泰金,4000000,0.29,4.48
2404,漢唐,250000,0.18,2.85
2455,全新,386000,0.13,2.11
1560,中砂,191000,0.12,1.81
1717,長興,1500000,0.07,1.06
6285,啟碁科技,350000,0.05,0.82
2301,光寶科技,300000,0.05,0.85
8358,金居,100000,0.03,0.49
3264,欣銓科技,1000,0.0,0.0
2337,旺宏,1000,0.0,0.0
8299,群聯電子,1000,0.0,0.02
6196,帆宣,1000,0.0,0.01
6239,力成科技,1000,0.0,0.0
2049,上銀科技,1000,0.0,0.0
2344,華邦電子,1000,0.0,0.0
