code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,6.7,1.12
BE US,布魯姆能源公司,350000,5.73,0.96
SPCX US,太空探索科技公司,550000,5.01,0.84
3037,欣興,2600000,5.01,26.52
009150 KS,三星電機,70000,4.35,1000.3
6981 JP,村田製作所有限公司,1350000,4.0,104.8
MU US,美光科技公司,60000,3.76,0.63
2454,聯發科技,380000,3.59,19.04
PANW US,Palo Alto Networks Inc,150000,3.34,0.56
INTC US,英特爾,450399,3.29,0.55
MSFT US,微軟,100000,3.01,0.5
HOOD US,羅賓漢市場公司,400120,2.96,0.49
3017,奇鋐科技,440000,2.84,15.03
SNOW US,Snowflake公司,130000,2.65,0.44
2303,聯電,8500000,2.52,13.35
PLTR US,帕蘭提爾科技公司,225000,2.47,0.41
NVDA US,NVIDIA CORP(輝達公司),175000,2.39,0.4
2383,台光電,250000,2.31,12.24
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,220000,2.1,2.75
000660 KS,愛思開海力士公司,25000,2.03,467.0
CRWD US,Crowdstrike控股公司,130754,1.96,0.33
NOW US,ServiceNow公司,230000,1.9,0.32
2330,台積電,400000,1.87,9.92
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,334997,1.86,2.08
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),50000,1.85,0.31
4979,華星光,1510000,1.76,9.33
992 HK,LENOVO GROUP LTD,6000000,1.64,2.14
TWLO US,Twilio公司,100000,1.6,0.27
TER US,泰瑞達公司,70000,1.6,0.27
NET US,Cloudflare公司,70000,1.48,0.25
OKTA US,Okta公司,120000,1.38,0.23
IFX GY,英飛凌科技股份有限公司,300000,1.2,0.17
6997 JP,NIPPON CHEMI-CON CORP,1060000,1.13,29.54
STX US,希捷科技控股公開有限公司,20000,1.05,0.18
COIN US,比特幣基地全球公司,70000,0.84,0.14
3081,聯亞,150000,0.81,4.31
285A JP,鎧俠控股公司,37000,0.77,20.19
SNDK US,晟碟公司（德拉瓦州）,7000,0.74,0.12
5801 JP,古河電氣工業有限公司,500000,0.74,19.5
6515,穎崴科技,60000,0.66,3.48
NTRA US,那提拉公司,25000,0.56,0.09
4180 JP,APPIER GROUP INC,950000,0.55,14.4
