code,name,shares,weight,market_value_100m
SDLF LN,標準人壽公開有限公司,570000,4.22,2.29
ABN NA,荷蘭銀行公眾有限公司,140000,4.128,2.24
BOCHGR GA,賽普勒斯銀行控股公開有限公司,540000,3.869,2.1
AGN NA,荷蘭保險公司,680000,3.637,1.98
AV/ LN,英傑華保險,630000,3.552,1.93
TPEIR GA,Piraeus Bank SA,475000,3.327,1.81
ADM LN,Admiral集團公開有限公司,105000,3.15,1.71
NWG LN,國民西敏集團公開有限公司,540000,2.995,1.63
DBK GY,德意志銀行,130000,2.895,1.57
MNG LN,M&G公開有限公司,1000000,2.63,1.43
LLOY LN,勞埃德銀行集團,3000000,2.581,1.4
CHYM US,Chime Financial Inc,130000,2.274,1.24
JPM US,摩根大通銀行,11000,2.264,1.23
ASRNL NA,ASR荷蘭公眾有限公司,45000,2.246,1.22
BAMI IM,BPM銀行股份公司,200000,2.197,1.19
STAN LN,渣打集團有限公司,120000,2.177,1.18
EQH US,公平控股公司,65000,2.047,1.11
WFC US,富國銀行,40000,2.024,1.1
BMPS IM,義大利西恩那銀行股份公司,250000,2.009,1.09
G IM,忠意保險股份公司,65000,1.996,1.08
GPN US,環匯公司,40000,1.994,1.08
INGA NA,荷蘭國際集團,90000,1.943,1.06
BLK US,貝萊德公司,3000,1.912,1.04
8411 JP,瑞穗金融集團,60000,1.895,1.03
7167 JP,Mebuki金融集團公司,300000,1.876,1.02
CABK SM,凱克薩銀行有限責任公司,200000,1.764,0.96
UCG IM,裕信銀行,30000,1.685,0.92
LGEN LN,法通保險集團公開有限公司,700000,1.638,0.89
BNP FP,法國巴黎銀行有限責任公司,24000,1.628,0.88
UNI IM,Unipol保險股份公司,85000,1.608,0.87
AMUN FP,東方匯理資產管理有限責任公司,25000,1.56,0.85
V US,威士卡,7000,1.514,0.82
UBS US,瑞銀集團公司,50000,1.492,0.81
MRX US,馬雷克斯集團有限公司,33000,1.461,0.79
055550 KS,新韓金融集團,30000,1.442,0.78
ETE GA,希臘國家銀行,120000,1.404,0.76
C US,花旗集團公司,17000,1.342,0.73
HSBA LN,匯豐控股有限公司,110000,1.32,0.72
8331 JP,千葉銀行有限公司,125000,1.272,0.69
HOOD US,羅賓漢市場公司,17000,1.225,0.67
CS FP,安盛有限責任公司,38000,1.143,0.62
KBC BB,比利時聯合金融集團,12000,1.076,0.58
GLE FP,法國興業銀行股份有限公司,20000,0.991,0.54
BNY US,紐約梅隆銀行,9000,0.81,0.44
8377 JP,北北金融集團公司,25000,0.8,0.43
BARC LN,巴克萊集團,200000,0.737,0.4
8308 JP,Resona控股公司,80000,0.729,0.4
8309 JP,三井住友信託集團公司,110000,0.723,0.39
ARES US,戰神管理公司,9000,0.666,0.36
BX US,黑石公司,7500,0.554,0.3
RELY US,Remitly全球公司,35000,0.442,0.24
