code,name,shares,weight,market_value_100m
2330,台積電,336000,8.0,8.33
2454,聯發科技,133000,6.66,6.66
2383,台光電,98000,4.6,4.8
3443,創意,50000,4.05,3.81
6223,旺矽科技,77000,3.98,4.23
1303,南亞,1629000,3.64,3.9
3017,奇鋐科技,105000,3.44,3.59
2059,川湖科技,28000,3.43,3.58
3037,欣興,305000,3.3,3.11
2408,南亞科技,665000,3.19,3.43
5274,信驊科技,15600,3.15,3.09
2345,智邦科技,138000,2.55,2.54
6274,台燿,183000,2.55,2.63
3189,景碩科技,266000,2.34,2.42
6669,緯穎科技服務,109191,2.23,2.35
3665,貿聯-KY,99000,2.15,2.28
8996,高力熱處理工業,134000,2.14,2.02
2344,華邦電子,1260000,2.08,2.19
8046,南電,181000,2.04,1.92
2368,金像電,200000,2.01,2.09
2308,台達電,108000,1.98,2.02
2303,聯電,1197000,1.85,1.88
2455,全新,348000,1.84,1.9
4958,臻鼎-KY,388000,1.83,1.82
3008,大立光,29000,1.8,1.86
6515,穎崴科技,32000,1.78,1.84
3231,緯創資通,1003000,1.75,1.87
6805,富世達,72000,1.74,1.74
3264,欣銓科技,559000,1.49,1.55
3081,聯亞,46000,1.26,1.32
3653,健策,22000,1.24,1.27
6139,亞翔,165000,1.14,1.18
2327,國巨*,163000,0.9,0.91
6147,頎邦,378000,0.8,0.85
2337,旺宏,637000,0.73,0.75
5289,宜鼎國際,52872,0.66,0.68
8210,勤誠興業,75000,0.65,0.67
6510,精測,18000,0.64,0.63
3036,文曄,312000,0.62,0.64
8358,金居,121000,0.57,0.59
3131,弘塑科技,24000,0.56,0.59
8299,群聯電子,24000,0.51,0.52
3044,健鼎科技,90000,0.47,0.49
6239,力成科技,165000,0.47,0.48
2449,京元電子,134000,0.41,0.42
2347,聯強,448000,0.39,0.4
3702,大聯大,359000,0.39,0.41
6415,矽力杰,93000,0.39,0.4
2313,華通,165000,0.35,0.37
3042,台灣晶技,196000,0.35,0.36
2885,元大金,105360,0.07,0.07
