code,name,shares,weight,market_value_100m
TSLA US,特斯拉公司,8370,7.42,0.02
SHOP US,Shopify公司,18165,6.95,0.02
TXG US,10X Genomics Inc,42881,5.89,0.02
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),4448,5.66,0.02
HOOD US,羅賓漢市場公司,16095,4.28,0.01
CRSP US,CRISPR治療公司,28627,4.04,0.01
TWST US,Twist Bioscience Corp,15930,4.03,0.01
ILMN US,伊魯米納公司,6919,3.99,0.01
TSM US,台積電,3035,3.37,0.01
RBLX US,Roblox公司,22616,3.36,0.01
AMZN US,亞馬遜公司,4709,3.16,0.01
TEM US,Tempus AI Inc,24880,3.06,0.01
XYZ US,布洛克公司,10275,2.5,0.01
BEAM US,光束治療公司,31605,2.44,0.01
NTRA US,那提拉公司,2977,2.24,0.01
COIN US,比特幣基地全球公司,4616,2.19,0.01
LLY US,禮來公司,595,2.13,0.01
CRCL US,Circle網路集團公司,10692,1.94,0.01
AVGO US,博通公司,1761,1.93,0.01
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1741,1.74,0.01
META US,Meta平台公司,864,1.5,0.01
DE US,迪爾,828,1.5,0.01
WGS US,GeneDx控股公司,7621,1.44,0.0
VCYT US,Veracyte公司,8293,1.37,0.0
GOOG US,Alphabet公司 Class C,1323,1.32,0.0
NTLA US,英特利亞治療公司,40577,1.3,0.0
SNOW US,Snowflake公司,1379,1.16,0.0
CRWV US,CoreWeave Inc,5561,1.0,0.0
NVDA US,NVIDIA CORP(輝達公司),1746,0.98,0.0
BLSH US,Bullish,13483,0.87,0.0
BMNR US,BitMine Immersion Technologi,17280,0.85,0.0
CBRS US,Cerebras Systems Inc,1478,0.74,0.0
SOFI US,索菲科技公司,13816,0.62,0.0
TER US,泰瑞達公司,600,0.57,0.0
CERS US,Cerus公司,62549,0.53,0.0
PLTR US,帕蘭提爾科技公司,1403,0.51,0.0
FIG US,Figma Inc,6280,0.46,0.0
RXRX US,利可迅生技公司,33889,0.3,0.0
ACHR US,阿徹航空公司,22076,0.29,0.0
KTOS US,克瑞拓斯安全防衛公司,2181,0.28,0.0
SPCX US,太空探索科技公司,473,0.16,0.0
XE US,X-Energy Inc,2406,0.11,0.0
BWXT US,BWX科技股份有限公司,108,0.05,0.0
