code,name,shares,weight,market_value_100m
2330,台積電,171000,9.19,3.77
2383,台光電,77000,8.09,3.32
2454,聯發科技,74000,5.83,2.39
2345,智邦科技,110000,5.18,2.13
6669,緯穎科技服務,43000,5.13,2.11
6223,旺矽科技,36000,4.21,1.73
3017,奇鋐科技,80000,4.11,1.69
3037,欣興,232000,4.05,1.66
2308,台達電,98000,3.65,1.5
8046,南電,170000,3.47,1.42
3665,貿聯-KY,71000,3.3,1.36
5274,信驊科技,8800,2.83,1.16
3711,日月光投資控股,207000,2.55,1.05
3653,健策,30000,2.29,0.94
2327,國巨*,203000,2.26,0.93
7769,鴻勁精密,16000,2.19,0.9
2303,聯電,700000,1.88,0.77
6515,穎崴科技,13000,1.67,0.69
6274,台燿,68000,1.67,0.69
2368,金像電,90000,1.58,0.65
2360,致茂電子,26000,1.21,0.5
4958,臻鼎-KY,107000,0.98,0.4
8210,勤誠興業,38000,0.88,0.36
2472,立隆電子工業,162000,0.8,0.33
2885,元大金,493000,0.76,0.31
3023,信邦,113000,0.75,0.31
2344,華邦電子,260000,0.75,0.31
2455,全新,101000,0.65,0.27
3044,健鼎科技,78000,0.65,0.27
5289,宜鼎國際,22000,0.63,0.26
2486,一詮精密,150000,0.62,0.26
8996,高力熱處理工業,32000,0.61,0.25
7750,新  代,12000,0.54,0.22
6187,萬潤,24000,0.49,0.2
3189,景碩科技,31000,0.44,0.18
6438,迅得機械,140000,0.43,0.18
3264,欣銓科技,107000,0.42,0.17
3443,創意,5000,0.42,0.17
2449,京元電子,80850,0.4,0.16
3583,辛耘,25000,0.36,0.15
2313,華通,90000,0.34,0.14
2467,志聖,27000,0.29,0.12
5439,高技,65180,0.29,0.12
6213,聯茂,50000,0.29,0.12
8150,南茂科技,180000,0.29,0.12
6805,富世達,9000,0.27,0.11
6139,亞翔,17000,0.27,0.11
5536,聖暉*,12000,0.26,0.11
6531,愛普科技,16000,0.24,0.1
3211,順達,30000,0.21,0.09
3167,大量,15000,0.16,0.07
8358,金居,20000,0.13,0.05
2404,漢唐,5000,0.12,0.05
3026,禾伸堂,5000,0.05,0.02
