code,name,shares,weight,market_value_100m
BE US,布魯姆能源公司,47392,7.42,0.13
SPCX US,太空探索科技公司,76874,6.92,0.12
NVDA US,NVIDIA CORP(輝達公司),50262,6.59,0.11
LITE US,魯門特姆控股公司,11924,6.55,0.11
PLTR US,帕蘭提爾科技公司,51297,5.37,0.09
3443,創意,33000,4.38,2.36
8996,高力熱處理工業,162000,4.3,2.32
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),11664,3.85,0.07
CRWD US,Crowdstrike控股公司,27377,3.84,0.07
NBIS US,尼比厄斯集團公眾有限公司,29091,3.83,0.07
3017,奇鋐科技,59000,3.76,2.02
AMZN US,亞馬遜公司,25085,3.75,0.06
GOOGL US,ALPHABET INC-CL A(Alphabet公司),15480,3.19,0.05
TSLA US,特斯拉公司,14518,3.12,0.05
NET US,Cloudflare公司,14742,2.81,0.05
SNOW US,Snowflake公司,14081,2.76,0.05
ANET US,Arista網路公司,23297,2.74,0.05
4979,華星光,239000,2.71,1.46
6669,緯穎科技服務,64518,2.56,1.38
MU US,美光科技公司,4104,2.46,0.04
SMTC US,SEMTECH CORP,20913,2.28,0.04
NTSK US,NETSKOPE INC-CL A,210458,2.17,0.04
581A JP,GO INC,179700,2.14,5.7
4062 JP,揖斐電有限公司,24700,1.81,4.83
DELL US,戴爾科技公司,4971,1.67,0.03
SITM US,SITIME CORP,3807,1.38,0.02
285A JP,鎧俠控股公司,6400,1.31,3.49
MSFT US,微軟,2366,0.69,0.01
IONQ US,IONQ INC,25002,0.58,0.01
RKLB US,ROCKET LAB USA INC,14239,0.54,0.01
3037,欣興,14000,0.25,0.14
STX US,希捷科技控股公開有限公司,411,0.21,0.0
