code,name,shares,weight,market_value_100m
2330,台積電,35999,5.83,0.89
3017,奇鋐科技,23000,5.14,0.79
2454,聯發科技,14000,4.59,0.66
6669,緯穎科技服務,26768,3.77,0.57
3037,欣興,48000,3.2,0.47
2368,金像電,46000,3.15,0.47
2542,興富發,960000,2.92,0.45
3045,台灣大哥,350000,2.85,0.44
2383,台光電,8000,2.56,0.39
2408,南亞科技,73000,2.46,0.38
2357,華碩,37000,2.29,0.35
2303,聯電,223000,2.29,0.35
3653,健策,6000,2.27,0.33
6274,台燿,24000,2.25,0.33
2801,彰銀,1165000,2.17,0.33
6223,旺矽科技,6000,2.16,0.35
2308,台達電,16900,2.07,0.29
9802,鈺齊國際,492000,2.05,0.31
5434,崇越,58000,2.04,0.31
2886,兆豐金,569000,1.9,0.29
2317,鴻海精密工業,100000,1.64,0.25
3231,緯創資通,130000,1.59,0.24
1303,南亞,101000,1.58,0.24
2395,研華,34000,1.57,0.24
3189,景碩科技,27000,1.46,0.22
8046,南電,21000,1.46,0.23
6805,富世達,9000,1.42,0.21
3081,聯亞,7000,1.32,0.2
2376,技嘉,55000,1.32,0.2
6239,力成科技,67000,1.28,0.2
8996,高力熱處理工業,13000,1.28,0.19
2360,致茂電子,8000,1.24,0.18
6187,萬潤,15000,1.21,0.19
2891,中國信託金融控股,240000,1.11,0.17
2481,強茂,96000,1.06,0.16
2880,華南金控,328500,1.0,0.15
3711,日月光投資控股,23000,1.0,0.15
2449,京元電子,50000,0.99,0.15
7769,鴻勁精密,2500,0.98,0.15
2382,廣達電腦,40000,0.9,0.14
2345,智邦科技,7000,0.84,0.13
3264,欣銓科技,44000,0.82,0.12
9941,裕融企業,153200,0.8,0.12
3491,昇達科,7000,0.7,0.11
6515,穎崴科技,1500,0.57,0.09
3443,創意,1000,0.5,0.07
2344,華邦電子,40000,0.46,0.07
8436,大江生醫,64000,0.44,0.07
6488,環球晶,7000,0.43,0.07
2059,川湖科技,500,0.42,0.06
1560,中砂,6000,0.36,0.05
3665,貿聯-KY,1000,0.15,0.02
1216,統一企業,20000,0.1,0.01
