code,name,shares,weight,market_value_100m
PLTR US,帕蘭提爾科技公司,135500,4.384,7.66
LITE US,魯門特姆控股公司,25500,4.323,7.55
000660 KS,愛思開海力士公司,17254,4.217,7.37
BE US,布魯姆能源公司,85000,4.112,7.19
HOOD US,羅賓漢市場公司,187000,4.081,7.13
MU US,美光科技公司,19800,3.663,6.4
8046,南電,551000,3.469,6.06
3017,奇鋐科技,173000,3.396,5.93
SNDK US,晟碟公司（德拉瓦州）,10000,3.263,5.7
NVDA US,NVIDIA CORP(輝達公司),80000,3.238,5.66
5274,信驊科技,29000,3.201,5.59
MSFT US,微軟,35000,3.148,5.5
3026,禾伸堂,659000,3.006,5.25
2454,聯發科技,111000,2.992,5.23
SPCX US,太空探索科技公司,94000,2.614,4.57
CRWD US,Crowdstrike控股公司,55000,2.381,4.16
INTC US,英特爾,120000,2.373,4.15
3653,健策,69000,2.182,3.81
DELL US,戴爾科技公司,21000,2.173,3.8
TSM US,台積電,25000,1.979,3.46
SNOW US,Snowflake公司,32500,1.968,3.44
600183 CH,廣東生益科技股份有限公司,496000,1.941,3.39
009150 KS,三星電機,10300,1.882,3.29
6510,精測,93000,1.873,3.27
PSX US,菲利普66,34000,1.691,2.96
PANW US,Palo Alto Networks Inc,25300,1.675,2.93
AMZN US,亞馬遜公司,36000,1.663,2.91
2383,台光電,59000,1.651,2.89
3189,景碩科技,337000,1.605,2.8
2360,致茂電子,117000,1.533,2.68
301377 CH,廣東鼎泰高科技術股份有限公司,131300,1.46,2.55
6981 JP,村田製作所有限公司,160000,1.436,2.51
WPM US,惠頓貴金屬公司,50000,1.375,2.4
BMNR US,BitMine Immersion技術公司,288640,1.366,2.39
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),13000,1.325,2.32
AXTI US,AXT公司,98000,1.25,2.18
MRVL US,MARVELL TECHNOLOGY INC,28000,1.246,2.18
NET US,Cloudflare公司,18100,1.067,1.86
COHR US,連貫公司,18300,1.058,1.85
GOOGL US,ALPHABET INC-CL A(Alphabet公司),15000,0.955,1.67
STX US,希捷科技控股公開有限公司,6000,0.938,1.64
6098 JP,瑞可利控股有限公司,41000,0.823,1.44
AEHR US,愛赫測試系統,45000,0.766,1.34
NTRA US,那提拉公司,11000,0.74,1.29
TSLA US,特斯拉公司,11000,0.73,1.28
NOW US,ServiceNow公司,26000,0.641,1.12
CRCL US,Circle網路集團公司,20000,0.334,0.58
NBIS US,尼比厄斯集團公眾有限公司,4500,0.183,0.32
CRM US,賽富時公司,3800,0.165,0.29
MRK US,默克藥廠,5000,0.134,0.23
