code,name,shares,weight,market_value_100m
2330,台積電,60000,7.22,1.44
3491,昇達科,80000,5.5,1.03
2454,聯發科技,25000,4.99,1.0
6669,緯穎科技服務,15000,4.79,0.93
3008,大立光,20000,4.71,0.93
3017,奇鋐科技,31000,4.64,0.85
2308,台達電,50000,4.28,0.82
3529,力旺電子,30000,4.06,0.79
3653,健策,17000,3.85,0.76
2455,全新,200000,3.79,0.74
3665,貿聯-KY,30000,3.62,0.71
8996,高力熱處理工業,60000,3.47,0.62
2383,台光電,12000,3.24,0.63
3037,欣興,60000,2.97,0.58
3231,緯創資通,300000,2.9,0.57
6223,旺矽科技,8000,2.57,0.5
2059,川湖科技,5000,2.57,0.47
4958,臻鼎-KY,100000,2.45,0.49
5347,世界先進,300000,2.31,0.45
8046,南電,40000,2.25,0.42
4749,新應材,50000,2.1,0.41
8358,金居,100000,1.96,0.38
2303,聯電,300000,1.86,0.37
3081,聯亞,15000,1.81,0.36
6274,台燿,20000,1.56,0.29
3711,日月光投資控股,50000,1.52,0.3
2408,南亞科技,60000,1.4,0.27
1560,中砂,35000,1.24,0.24
2345,智邦科技,10000,1.23,0.24
2327,國巨*,20000,0.58,0.12
1519,華城電機,9000,0.3,0.06
