code,name,shares,weight,market_value_100m
MU US,美光科技公司,123569,6.13,1.09
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),184500,5.08,0.9
3037,欣興,2600000,4.41,25.3
LITE US,魯門特姆控股公司,92000,4.34,0.77
2383,台光電,445000,4.12,23.61
AMAT US,應用材料,135000,4.01,0.71
6981 JP,村田製作所有限公司,1350000,3.57,100.18
009150 KS,三星電機,70000,3.39,858.9
285A JP,鎧俠控股公司,180000,3.13,87.73
2330,台積電,750000,3.1,17.74
2454,聯發科技,445000,3.04,17.44
CRDO US,Credo科技集團控股有限公司,225000,2.92,0.52
BE US,布魯姆能源公司,210000,2.7,0.48
WDC US,威騰電子公司,105000,2.67,0.47
PANW US,Palo Alto Networks Inc,125000,2.53,0.45
6223,旺矽科技,230000,2.53,14.49
MRVL US,MARVELL TECHNOLOGY INC,205000,2.43,0.43
TSEM US,TOWER SEMICONDUCTOR LTD,186825,2.36,0.42
3665,貿聯-KY,520000,2.15,12.32
SNOW US,Snowflake公司,115000,2.06,0.37
SNDK US,晟碟公司（德拉瓦州）,28000,1.98,0.35
6871 JP,MICRONICS JAPAN CO LTD,370000,1.93,54.17
3711,日月光投資控股,1800000,1.87,10.71
NOW US,ServiceNow公司,270000,1.78,0.32
IFX GY,英飛凌科技股份有限公司,425000,1.66,0.26
6976 JP,TAIYO YUDEN CO LTD,450000,1.59,44.73
2327,國巨*,1550000,1.54,8.84
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.47,41.31
MPWR US,芯源系統有限公司,18000,1.38,0.24
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,1249899,1.32,1.59
LMT US,LOCKHEED MARTIN CORP,38000,1.25,0.22
TER US,泰瑞達公司,55000,1.19,0.21
3017,奇鋐科技,215000,1.1,6.32
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,291988,1.04,1.25
6920 JP,LASERTEC CORP,65000,1.0,28.16
FORM US,FORMFACTOR INC,150454,0.97,0.17
2308,台達電,320000,0.94,5.38
VECO US,VEECO INSTRUMENTS INC,310000,0.9,0.16
FTNT US,防特網公司,100000,0.9,0.16
AEHR US,AEHR TEST SYSTEMS,140344,0.79,0.14
6787 JP,MEIKO ELECTRONICS CO LTD,80000,0.68,19.03
2303,聯電,2500000,0.53,3.04
AIXA GY,愛思強股份有限公司,200000,0.51,0.08
9988 HK,ALIBABA GROUP HOLDING LTD,500000,0.45,0.62
4062 JP,揖斐電有限公司,60000,0.41,11.41
