code,name,shares,weight,market_value_100m
2330,台積電,870000,8.95,21.53
2454,聯發科技,282000,6.19,14.9
3017,奇鋐科技,393000,5.8,13.97
3037,欣興,1150000,5.66,13.63
3443,創意,143000,5.07,12.19
2383,台光電,236000,4.95,11.92
6669,緯穎科技服務,418644,3.68,8.85
3653,健策,122000,3.51,8.44
6274,台燿,565000,3.51,8.45
3711,日月光投資控股,998000,2.9,6.98
6223,旺矽科技,120000,2.7,6.5
2308,台達電,339000,2.69,6.47
2059,川湖科技,52000,2.67,6.42
5274,信驊科技,30900,2.55,6.13
2345,智邦科技,322000,2.54,6.1
2327,國巨*,939000,2.26,5.45
3665,貿聯-KY,226000,2.2,5.29
6805,富世達,207000,2.18,5.24
8996,高力熱處理工業,324000,2.06,4.96
8046,南電,356000,1.83,4.41
2360,致茂電子,190000,1.81,4.36
2301,光寶科技,1216000,1.45,3.49
3008,大立光,55000,1.43,3.43
6510,精測,100000,1.38,3.31
3081,聯亞,119000,1.33,3.21
6187,萬潤,267000,1.33,3.19
1560,中砂,255000,1.03,2.48
2408,南亞科技,447000,0.93,2.25
3491,昇達科,142000,0.92,2.21
4958,臻鼎-KY,438000,0.87,2.08
3131,弘塑科技,84000,0.84,2.02
1303,南亞,729000,0.72,1.74
3034,聯詠,317000,0.72,1.72
3231,緯創資通,921000,0.71,1.7
2615,萬海,1415000,0.68,1.63
3529,力旺電子,50000,0.67,1.61
2303,聯電,921000,0.59,1.42
3293,鈊象電子,179000,0.57,1.36
2368,金像電,119000,0.55,1.31
6531,愛普科技,81000,0.33,0.8
5289,宜鼎國際,58294,0.32,0.76
8299,群聯電子,36000,0.32,0.77
2451,創見,264000,0.31,0.75
6446,藥華醫藥,62000,0.3,0.72
3260,威剛科技,176000,0.28,0.67
2379,瑞昱,72000,0.22,0.54
5434,崇越,87000,0.2,0.47
2344,華邦電子,187000,0.13,0.32
1590,亞德客-KY,13000,0.07,0.16
2412,中華電信,67000,0.04,0.1
