code,name,shares,weight,market_value_100m
2330,台積電,1406000,8.5012,33.74
2383,台光電,563000,7.2116,28.85
2345,智邦科技,1080000,6.3128,24.68
3017,奇鋐科技,1002000,6.1466,22.7
2059,川湖科技,293000,6.0403,23.81
3665,貿聯-KY,955000,5.4861,20.2
6223,旺矽科技,326000,5.1224,19.56
3037,欣興,2097000,4.7237,19.02
8996,高力熱處理工業,1630000,4.4053,17.6
3008,大立光,420000,4.3715,17.39
2454,聯發科技,406000,3.9552,15.63
2327,國巨*,2066000,3.6151,14.52
6187,萬潤,1220000,3.1438,12.51
6584,南俊國際,2231000,3.1241,12.43
3711,日月光投資控股,1629000,2.6579,10.69
2303,聯電,7000000,2.4374,9.73
2455,全新,2753000,2.3878,9.5
3443,創意,211000,2.3234,9.22
8299,群聯電子,445000,2.148,8.52
3661,世芯-KY,215000,1.8972,7.55
3026,禾伸堂,909000,1.5928,6.34
8021,尖點,1501000,1.5339,6.1
6488,環球晶,394000,1.1094,4.41
7751,竑騰,318000,0.9473,3.77
3189,景碩科技,440013,0.8683,3.45
6515,穎崴科技,42000,0.6979,2.73
6139,亞翔,250000,0.5392,2.15
7734,印能科技,56000,0.4631,1.84
3363,上詮,300000,0.4442,1.77
2337,旺宏,1343000,0.4372,1.74
6805,富世達,109000,0.3987,1.52
3260,威剛科技,358000,0.3406,1.36
5289,宜鼎國際,98000,0.3375,1.33
3583,辛耘,147000,0.2805,1.13
3264,欣銓科技,72000,0.0394,0.16
3491,昇達科,1000,0.0032,0.01
